<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
NASDAQ 100;D;20160227;000000;4234.83;4235.62;4234.83;4235.62;0;0
NASDAQ 100;D;20160228;000000;4235.62;4235.62;4235.62;4235.62;0;0
NASDAQ 100;D;20160229;000000;4228.72;4263.31;4201.39;4201.42;0;0
NASDAQ 100;D;20160301;000000;4200.45;4332.89;4200.15;4332.89;0;0
NASDAQ 100;D;20160302;000000;4332.91;4335.43;4301.09;4333.97;0;0
NASDAQ 100;D;20160303;000000;4334.39;4334.39;4296.32;4325.15;0;0
NASDAQ 100;D;20160304;000000;4325.86;4356.34;4301.35;4327.74;0;0
NASDAQ 100;D;20160305;000000;4329;4329;4329;4329;0;0
NASDAQ 100;D;20160306;000000;4329;4329;4329;4329;0;0
NASDAQ 100;D;20160307;000000;4303.61;4330.28;4271.56;4301.76;0;0
NASDAQ 100;D;20160308;000000;4303.33;4308.84;4258.82;4264.46;0;0
NASDAQ 100;D;20160309;000000;4265.51;4292.94;4258.08;4292.48;0;0
NASDAQ 100;D;20160310;000000;4292.67;4335.33;4232.08;4284.88;0;0
NASDAQ 100;D;20160311;000000;4286.97;4361.66;4286.97;4360.98;0;0
NASDAQ 100;D;20160312;000000;4361.83;4361.83;4361.83;4361.83;0;0
NASDAQ 100;D;20160313;000000;4361.83;4361.83;4361.83;4361.83;0;0
NASDAQ 100;D;20160314;000000;4347.94;4378.35;4347.55;4367.33;0;0
NASDAQ 100;D;20160315;000000;4354.42;4371.29;4339.86;4367.08;0;0
NASDAQ 100;D;20160316;000000;4359.67;4416.11;4357.74;4404.2;0;0
NASDAQ 100;D;20160317;000000;4390.1;4413.08;4376.87;4400.26;0;0
NASDAQ 100;D;20160318;000000;4408.82;4420.88;4387.8;4410.83;0;0
NASDAQ 100;D;20160319;000000;4410.83;4410.83;4410.83;4410.83;0;0
NASDAQ 100;D;20160320;000000;4410.83;4410.83;4410.83;4410.83;0;0
NASDAQ 100;D;20160321;000000;4403.05;4430.43;4400.41;4426.64;0;0
NASDAQ 100;D;20160322;000000;4426.98;4450.76;4401.35;4437.62;0;0
NASDAQ 100;D;20160323;000000;4431.62;4434.72;4394.96;4402.84;0;0
NASDAQ 100;D;20160324;000000;4402.56;4405.99;4374.84;4405.53;0;0
NASDAQ 100;D;20160325;000000;4405.53;4405.53;4405.53;4405.53;0;0
NASDAQ 100;D;20160326;000000;4405.53;4405.53;4405.53;4405.53;0;0
NASDAQ 100;D;20160327;000000;4405.53;4405.53;4405.53;4405.53;0;0
NASDAQ 100;D;20160328;000000;4415.26;4417.57;4393.08;4398.07;0;0
NASDAQ 100;D;20160329;000000;4390.85;4471.77;4384.31;4467.72;0;0
NASDAQ 100;D;20160330;000000;4494.7;4518.17;4481.84;4490.88;0;0
NASDAQ 100;D;20160331;000000;4491.01;4504.24;4478.13;4483.66;0;0
NASDAQ 100;D;20160401;000000;4461.77;4534.32;4452.11;4532.08;0;0
NASDAQ 100;D;20160402;000000;4532.08;4532.08;4532.08;4532.08;0;0
NASDAQ 100;D;20160403;000000;4532.08;4532.08;4532.08;4532.08;0;0
NASDAQ 100;D;20160404;000000;4526.67;4533.43;4503.65;4511.7;0;0
NASDAQ 100;D;20160405;000000;4479.11;4494.71;4465.05;4470.75;0;0
NASDAQ 100;D;20160406;000000;4476.35;4544.57;4476.35;4543.78;0;0
NASDAQ 100;D;20160407;000000;4519.02;4525.69;4459.72;4475.29;0;0
NASDAQ 100;D;20160408;000000;4506.97;4515.91;4459.56;4474.93;0;0
NASDAQ 100;D;20160409;000000;4474.93;4474.93;4474.93;4474.93;0;0
NASDAQ 100;D;20160410;000000;4474.93;4474.93;4474.93;4474.93;0;0
NASDAQ 100;D;20160411;000000;4496.43;4516.1;4458.54;4458.71;0;0
NASDAQ 100;D;20160412;000000;4464.07;4503.86;4435.05;4496.04;0;0
NASDAQ 100;D;20160413;000000;4526.92;4560.11;4524.26;4554.72;0;0
NASDAQ 100;D;20160414;000000;4554.81;4569.73;4541.66;4554.62;0;0
NASDAQ 100;D;20160415;000000;4554.62;4558.92;4531;4543.16;0;0
NASDAQ 100;D;20160416;000000;4543.16;4543.16;4543.16;4543.16;0;0
NASDAQ 100;D;20160417;000000;4543.16;4543.16;4543.16;4543.16;0;0
NASDAQ 100;D;20160418;000000;4535.21;4570.58;4531.11;4569.32;0;0
NASDAQ 100;D;20160419;000000;4573.57;4574.38;4515.98;4537.09;0;0
NASDAQ 100;D;20160420;000000;4538.94;4562.34;4523.9;4540.44;0;0
NASDAQ 100;D;20160421;000000;4540.74;4558.67;4522.85;4540.8;0;0
NASDAQ 100;D;20160422;000000;4479.85;4502.39;4440.14;4474.19;0;0
NASDAQ 100;D;20160423;000000;4474.19;4474.19;4474.19;4474.19;0;0
NASDAQ 100;D;20160424;000000;4474.19;4474.19;4474.19;4474.19;0;0
NASDAQ 100;D;20160425;000000;4459.67;4474.77;4452.87;4474.13;0;0
NASDAQ 100;D;20160426;000000;4480.6;4490.06;4439.38;4452.97;0;0
NASDAQ 100;D;20160427;000000;4412.82;4426.28;4381.17;4416.63;0;0
NASDAQ 100;D;20160428;000000;4419.12;4447.2;4355.3;4363.99;0;0
NASDAQ 100;D;20160429;000000;4367.15;4372.71;4307.1;4341.3;0;0
NASDAQ 100;D;20160430;000000;4341.3;4341.3;4341.3;4341.3;0;0
NASDAQ 100;D;20160501;000000;4341.3;4341.3;4341.3;4341.3;0;0
NASDAQ 100;D;20160502;000000;4350.83;4386.97;4334.59;4381.38;0;0
NASDAQ 100;D;20160503;000000;4381.3;4381.3;4329.76;4341.39;0;0
NASDAQ 100;D;20160504;000000;4314.38;4328.2;4301.07;4312.01;0;0
NASDAQ 100;D;20160505;000000;4326.91;4333.12;4299.61;4309.48;0;0
NASDAQ 100;D;20160506;000000;4290.45;4330.17;4282;4330.17;0;0
NASDAQ 100;D;20160507;000000;4330.17;4330.17;4330.17;4330.17;0;0
NASDAQ 100;D;20160508;000000;4330.17;4330.17;4330.17;4330.17;0;0
NASDAQ 100;D;20160509;000000;4331.58;4361.87;4329.9;4341.23;0;0
NASDAQ 100;D;20160510;000000;4360.73;4404.09;4351.16;4402.04;0;0
NASDAQ 100;D;20160511;000000;4395.88;4407.93;4361;4361.03;0;0
NASDAQ 100;D;20160512;000000;4376.09;4377.86;4312.88;4342.81;0;0
NASDAQ 100;D;20160513;000000;4337.78;4364.24;4318.7;4326.53;0;0
NASDAQ 100;D;20160514;000000;4326.53;4326.53;4326.53;4326.53;0;0
NASDAQ 100;D;20160515;000000;4326.53;4326.53;4326.53;4326.53;0;0
NASDAQ 100;D;20160516;000000;4336.01;4395.7;4329.89;4380.48;0;0
NASDAQ 100;D;20160517;000000;4376.55;4384.98;4311.18;4322.56;0;0
NASDAQ 100;D;20160518;000000;4314.29;4360.91;4305.78;4338.23;0;0
NASDAQ 100;D;20160519;000000;4319.86;4331.58;4284.37;4315.58;0;0
NASDAQ 100;D;20160520;000000;4330.07;4379.97;4329.57;4362.9;0;0
NASDAQ 100;D;20160521;000000;4362.9;4362.9;4362.9;4362.9;0;0
NASDAQ 100;D;20160522;000000;4362.9;4362.9;4362.9;4362.9;0;0
NASDAQ 100;D;20160523;000000;4364.73;4382.4;4353.5;4355.1;0;0
NASDAQ 100;D;20160524;000000;4381.34;4449.21;4380.46;4444.32;0;0
NASDAQ 100;D;20160525;000000;4444.3;4488.52;4444.3;4476.43;0;0
NASDAQ 100;D;20160526;000000;4478.57;4494.03;4469.76;4487.96;0;0
NASDAQ 100;D;20160527;000000;4491.07;4512.54;4489.16;4512.54;0;0
NASDAQ 100;D;20160528;000000;4512.54;4512.54;4512.54;4512.54;0;0
NASDAQ 100;D;20160529;000000;4512.54;4512.54;4512.54;4512.54;0;0
NASDAQ 100;D;20160530;000000;4512.54;4512.54;4512.54;4512.54;0;0
NASDAQ 100;D;20160531;000000;4513.85;4526.84;4497.65;4523.89;0;0
NASDAQ 100;D;20160601;000000;4507.01;4530.39;4502.78;4520.07;0;0
NASDAQ 100;D;20160602;000000;4510.76;4531.35;4488.15;4531.35;0;0
NASDAQ 100;D;20160603;000000;4521.04;4523.36;4480.8;4509.79;0;0
NASDAQ 100;D;20160604;000000;4509.79;4509.79;4509.79;4509.79;0;0
NASDAQ 100;D;20160605;000000;4509.79;4509.79;4509.79;4509.79;0;0
NASDAQ 100;D;20160606;000000;4517.97;4536.55;4510.33;4523.63;0;0
NASDAQ 100;D;20160607;000000;4528;4532.3;4511.42;4513.09;0;0
NASDAQ 100;D;20160608;000000;4521.17;4529.09;4505.39;4520.63;0;0
NASDAQ 100;D;20160609;000000;4501.14;4518.5;4494.76;4512.69;0;0
NASDAQ 100;D;20160610;000000;4473.08;4480.48;4447.33;4461.05;0;0
NASDAQ 100;D;20160611;000000;4461.05;4461.05;4461.05;4461.05;0;0
NASDAQ 100;D;20160612;000000;4461.05;4461.05;4461.05;4461.05;0;0
NASDAQ 100;D;20160613;000000;4436.12;4461.26;4419.73;4422.76;0;0
NASDAQ 100;D;20160614;000000;4414.7;4439.73;4392.43;4424.91;0;0
NASDAQ 100;D;20160615;000000;4433.68;4439.61;4404.58;4409.51;0;0
NASDAQ 100;D;20160616;000000;4387.9;4428.27;4362.16;4424.23;0;0
NASDAQ 100;D;20160617;000000;4409.57;4409.57;4363.66;4374.38;0;0
NASDAQ 100;D;20160618;000000;4374.38;4374.38;4374.38;4374.38;0;0
NASDAQ 100;D;20160619;000000;4374.38;4374.38;4374.38;4374.38;0;0
NASDAQ 100;D;20160620;000000;4424.01;4444.07;4397.36;4400.16;0;0
NASDAQ 100;D;20160621;000000;4408.03;4422.67;4398.64;4413.4;0;0
NASDAQ 100;D;20160622;000000;4415.46;4442.02;4400.88;4404.73;0;0
NASDAQ 100;D;20160623;000000;4437.27;4467.48;4420.16;4467.48;0;0
NASDAQ 100;D;20160624;000000;4294.8;4373.15;4274.54;4285.7;0;0
NASDAQ 100;D;20160625;000000;4285.7;4285.7;4285.7;4285.7;0;0
NASDAQ 100;D;20160626;000000;4285.7;4285.7;4285.7;4285.7;0;0
NASDAQ 100;D;20160627;000000;4247.71;4249;4179.74;4201.05;0;0
NASDAQ 100;D;20160628;000000;4245.3;4291.43;4245.29;4290.47;0;0
NASDAQ 100;D;20160629;000000;4323.33;4373.96;4322.36;4364.74;0;0
NASDAQ 100;D;20160630;000000;4378.75;4417.7;4359.65;4417.7;0;0
NASDAQ 100;D;20160701;000000;4411.77;4453.86;4411.76;4437.44;0;0
NASDAQ 100;D;20160702;000000;4437.44;4437.44;4437.44;4437.44;0;0
NASDAQ 100;D;20160703;000000;4437.44;4437.44;4437.44;4437.44;0;0
NASDAQ 100;D;20160704;000000;4437.44;4437.44;4437.44;4437.44;0;0
NASDAQ 100;D;20160705;000000;4414.35;4418.04;4386.56;4410.75;0;0
NASDAQ 100;D;20160706;000000;4388.43;4447.23;4375.72;4444.7;0;0
NASDAQ 100;D;20160707;000000;4451.29;4468.31;4438.8;4459.58;0;0
NASDAQ 100;D;20160708;000000;4485.07;4529.72;4476.5;4528.27;0;0
NASDAQ 100;D;20160709;000000;4528.27;4528.27;4528.27;4528.27;0;0
NASDAQ 100;D;20160710;000000;4528.36;4528.36;4528.36;4528.36;0;0
NASDAQ 100;D;20160711;000000;4544.33;4569.97;4544.33;4554.71;0;0
NASDAQ 100;D;20160712;000000;4579.81;4588.2;4570.58;4577.61;0;0
NASDAQ 100;D;20160713;000000;4588.66;4589.94;4565.7;4565.77;0;0
NASDAQ 100;D;20160714;000000;4565.77;4604.72;4565.77;4596.49;0;0
NASDAQ 100;D;20160715;000000;4602.12;4607.07;4579.83;4589.83;0;0
NASDAQ 100;D;20160716;000000;4589.83;4589.83;4589.83;4589.83;0;0
NASDAQ 100;D;20160717;000000;4589.83;4589.83;4589.83;4589.83;0;0
NASDAQ 100;D;20160718;000000;4595.06;4627.57;4591.83;4619.68;0;0
NASDAQ 100;D;20160719;000000;4601.68;4617.47;4595.38;4603.28;0;0
NASDAQ 100;D;20160720;000000;4630.85;4665.67;4623.93;4657.2;0;0
NASDAQ 100;D;20160721;000000;4662.86;4669.53;4634.07;4647.02;0;0
NASDAQ 100;D;20160722;000000;4651.05;4670.54;4635.22;4666.07;0;0
NASDAQ 100;D;20160723;000000;4666.07;4666.07;4666.07;4666.07;0;0
NASDAQ 100;D;20160724;000000;4666.07;4666.07;4666.07;4666.07;0;0
NASDAQ 100;D;20160725;000000;4662.9;4667.09;4650.5;4665.93;0;0
NASDAQ 100;D;20160726;000000;4664.1;4687.9;4648.92;4672.11;0;0
NASDAQ 100;D;20160727;000000;4710.97;4715.97;4690;4702.88;0;0
NASDAQ 100;D;20160728;000000;4710.26;4725.78;4696.19;4721.41;0;0
NASDAQ 100;D;20160729;000000;4721.41;4743.25;4715.78;4730.56;0;0
NASDAQ 100;D;20160730;000000;4730.56;4730.56;4730.56;4730.56;0;0
NASDAQ 100;D;20160731;000000;4730.23;4730.23;4730.23;4730.23;0;0
NASDAQ 100;D;20160801;000000;4734.44;4767.24;4728.73;4756.04;0;0
NASDAQ 100;D;20160802;000000;4748.42;4752.29;4689.55;4719.21;0;0
NASDAQ 100;D;20160803;000000;4716.58;4733.9;4712.1;4733.9;0;0
NASDAQ 100;D;20160804;000000;4734.33;4749.09;4719.01;4743.81;0;0
NASDAQ 100;D;20160805;000000;4769.17;4799.86;4763.58;4791.21;0;0
NASDAQ 100;D;20160806;000000;4791.21;4791.21;4791.21;4791.21;0;0
NASDAQ 100;D;20160807;000000;4791.21;4791.21;4791.21;4791.21;0;0
NASDAQ 100;D;20160808;000000;4791.1;4794.14;4770.22;4784.74;0;0
NASDAQ 100;D;20160809;000000;4788.17;4811.01;4786.38;4795.75;0;0
NASDAQ 100;D;20160810;000000;4799.83;4799.88;4771.98;4783.37;0;0
NASDAQ 100;D;20160811;000000;4783.39;4813.36;4783.39;4803.31;0;0
NASDAQ 100;D;20160812;000000;4803.31;4807.53;4790.49;4807.08;0;0
NASDAQ 100;D;20160813;000000;4807.08;4807.08;4807.08;4807.08;0;0
NASDAQ 100;D;20160814;000000;4807.08;4807.08;4807.08;4807.08;0;0
NASDAQ 100;D;20160815;000000;4814.63;4837.67;4812.45;4827.12;0;0
NASDAQ 100;D;20160816;000000;4814.21;4814.96;4796.96;4797.19;0;0
NASDAQ 100;D;20160817;000000;4799.03;4807.05;4772.43;4805.45;0;0
NASDAQ 100;D;20160818;000000;4802.33;4814.54;4794.4;4808.68;0;0
NASDAQ 100;D;20160819;000000;4800.2;4816;4786.27;4806.14;0;0
NASDAQ 100;D;20160820;000000;4806.14;4806.14;4806.14;4806.14;0;0
NASDAQ 100;D;20160821;000000;4806.14;4806.14;4806.14;4806.14;0;0
NASDAQ 100;D;20160822;000000;4797.76;4817.36;4791.06;4808.56;0;0
NASDAQ 100;D;20160823;000000;4828.34;4836.45;4816.76;4818.48;0;0
NASDAQ 100;D;20160824;000000;4812.49;4821.3;4770.73;4783.49;0;0
NASDAQ 100;D;20160825;000000;4773.93;4792.47;4768.01;4775.43;0;0
NASDAQ 100;D;20160826;000000;4782.46;4815.58;4758.1;4783.69;0;0
NASDAQ 100;D;20160827;000000;4783.69;4783.69;4783.69;4783.69;0;0
NASDAQ 100;D;20160828;000000;4783.69;4783.69;4783.69;4783.69;0;0
NASDAQ 100;D;20160829;000000;4787.93;4804.42;4784.63;4791.09;0;0
NASDAQ 100;D;20160830;000000;4788.38;4797.62;4760.31;4775.99;0;0
NASDAQ 100;D;20160831;000000;4770.23;4775.19;4751.69;4771.08;0;0
NASDAQ 100;D;20160901;000000;4771.05;4787.94;4750.24;4783.39;0;0
NASDAQ 100;D;20160902;000000;4783.94;4816.69;4781.61;4798.63;0;0
NASDAQ 100;D;20160903;000000;4798.63;4798.63;4798.63;4798.63;0;0
NASDAQ 100;D;20160904;000000;4798.74;4798.74;4798.74;4798.74;0;0
NASDAQ 100;D;20160905;000000;4798.74;4798.74;4798.74;4798.74;0;0
NASDAQ 100;D;20160906;000000;4806.32;4828.61;4797.34;4827.51;0;0
NASDAQ 100;D;20160907;000000;4829.51;4839.59;4813.99;4831.28;0;0
NASDAQ 100;D;20160908;000000;4831.86;4831.86;4791.22;4804;0;0
NASDAQ 100;D;20160909;000000;4763.04;4773.75;4681.53;4681.53;0;0
NASDAQ 100;D;20160910;000000;4681.53;4681.53;4681.53;4681.53;0;0
NASDAQ 100;D;20160911;000000;4681.53;4681.53;4681.53;4681.53;0;0
NASDAQ 100;D;20160912;000000;4656.59;4772.44;4656.59;4764.93;0;0
NASDAQ 100;D;20160913;000000;4764.65;4764.65;4701.79;4722.84;0;0
NASDAQ 100;D;20160914;000000;4726.75;4770.39;4726.75;4746.06;0;0
NASDAQ 100;D;20160915;000000;4749.53;4826.02;4748.67;4819.9;0;0
NASDAQ 100;D;20160916;000000;4811.79;4821.85;4794.23;4818.05;0;0
NASDAQ 100;D;20160917;000000;4818.05;4818.05;4818.05;4818.05;0;0
NASDAQ 100;D;20160918;000000;4818.05;4818.05;4818.05;4818.05;0;0
NASDAQ 100;D;20160919;000000;4834.08;4843.76;4787.44;4796.07;0;0
NASDAQ 100;D;20160920;000000;4796.07;4824.21;4796.07;4805.22;0;0
NASDAQ 100;D;20160921;000000;4826.81;4858.57;4797.9;4853.75;0;0
NASDAQ 100;D;20160922;000000;4877.65;4895.49;4876.37;4891.36;0;0
NASDAQ 100;D;20160923;000000;4881.16;4882.4;4853.41;4858.91;0;0
NASDAQ 100;D;20160924;000000;4858.91;4858.91;4858.91;4858.91;0;0
NASDAQ 100;D;20160925;000000;4858.91;4858.91;4858.91;4858.91;0;0
NASDAQ 100;D;20160926;000000;4830.17;4837.33;4812.32;4817.17;0;0
NASDAQ 100;D;20160927;000000;4813.83;4868.38;4811.34;4866.71;0;0
NASDAQ 100;D;20160928;000000;4871.84;4877.3;4850.04;4875.27;0;0
NASDAQ 100;D;20160929;000000;4868.46;4875.52;4819.02;4838.3;0;0
NASDAQ 100;D;20160930;000000;4856.1;4889.23;4846.9;4875.7;0;0
NASDAQ 100;D;20161001;000000;4875.7;4875.7;4875.7;4875.7;0;0
NASDAQ 100;D;20161002;000000;4875.7;4875.7;4875.7;4875.7;0;0
NASDAQ 100;D;20161003;000000;4864.34;4872.14;4848.21;4866.62;0;0
NASDAQ 100;D;20161004;000000;4866.63;4891.5;4841.72;4859.47;0;0
NASDAQ 100;D;20161005;000000;4872.98;4891.35;4870.83;4877.75;0;0
NASDAQ 100;D;20161006;000000;4871.95;4883.97;4851.53;4873.92;0;0
NASDAQ 100;D;20161007;000000;4883.94;4884.7;4840.93;4864.52;0;0
NASDAQ 100;D;20161008;000000;4864.52;4864.52;4864.52;4864.52;0;0
NASDAQ 100;D;20161009;000000;4864.52;4864.52;4864.52;4864.52;0;0
NASDAQ 100;D;20161010;000000;4887.69;4904.72;4886.02;4893.77;0;0
NASDAQ 100;D;20161011;000000;4890.17;4890.17;4804.24;4821.91;0;0
NASDAQ 100;D;20161012;000000;4824.27;4836.55;4806.33;4819.63;0;0
NASDAQ 100;D;20161013;000000;4785.59;4816.33;4760.11;4803.1;0;0
NASDAQ 100;D;20161014;000000;4803.1;4845.99;4803.1;4808.49;0;0
NASDAQ 100;D;20161015;000000;4808.49;4808.49;4808.49;4808.49;0;0
NASDAQ 100;D;20161016;000000;4808.49;4808.49;4808.49;4808.49;0;0
NASDAQ 100;D;20161017;000000;4808.44;4814.88;4790.45;4796.17;0;0
NASDAQ 100;D;20161018;000000;4849.91;4860.68;4837.31;4840.75;0;0
NASDAQ 100;D;20161019;000000;4839.72;4845.07;4830.68;4836.61;0;0
NASDAQ 100;D;20161020;000000;4831.31;4842.32;4805.84;4832.71;0;0
NASDAQ 100;D;20161021;000000;4836.56;4853.57;4822.81;4851.86;0;0
NASDAQ 100;D;20161022;000000;4851.86;4851.86;4851.86;4851.86;0;0
NASDAQ 100;D;20161023;000000;4851.86;4851.86;4851.86;4851.86;0;0
NASDAQ 100;D;20161024;000000;4884.16;4911.59;4880.77;4909.97;0;0
NASDAQ 100;D;20161025;000000;4908.01;4911.76;4885.9;4891.45;0;0
NASDAQ 100;D;20161026;000000;4863.52;4886.32;4846.44;4860.59;0;0
NASDAQ 100;D;20161027;000000;4883.39;4885.83;4831.72;4836.45;0;0
NASDAQ 100;D;20161028;000000;4820.69;4848.54;4794.39;4805.59;0;0
NASDAQ 100;D;20161029;000000;4805.59;4805.59;4805.59;4805.59;0;0
NASDAQ 100;D;20161030;000000;4805.59;4805.59;4805.59;4805.59;0;0
NASDAQ 100;D;20161031;000000;4821.51;4823.92;4801.16;4801.27;0;0
NASDAQ 100;D;20161101;000000;4810.3;4811.02;4726.35;4766.94;0;0
NASDAQ 100;D;20161102;000000;4764.83;4773.65;4717.56;4726.91;0;0
NASDAQ 100;D;20161103;000000;4718.99;4732.2;4673.05;4679.1;0;0
NASDAQ 100;D;20161104;000000;4648.61;4697.94;4648.61;4660.46;0;0
NASDAQ 100;D;20161105;000000;4660.46;4660.46;4660.46;4660.46;0;0
NASDAQ 100;D;20161106;000000;4660.46;4660.46;4660.46;4660.46;0;0
NASDAQ 100;D;20161107;000000;4737.99;4777.06;4731.79;4775.5;0;0
NASDAQ 100;D;20161108;000000;4773.68;4824.97;4757.24;4801.74;0;0
NASDAQ 100;D;20161109;000000;4804.92;4832.94;4747.5;4824.75;0;0
NASDAQ 100;D;20161110;000000;4825.18;4855.79;4685.74;4745.34;0;0
NASDAQ 100;D;20161111;000000;4747.21;4759.82;4711.98;4752.33;0;0
NASDAQ 100;D;20161112;000000;4751.73;4751.95;4751.73;4751.95;0;0
NASDAQ 100;D;20161113;000000;4751.95;4751.95;4751.95;4751.95;0;0
NASDAQ 100;D;20161114;000000;4752.43;4753.27;4677.41;4702.93;0;0
NASDAQ 100;D;20161115;000000;4702.04;4778.65;4702.04;4764.66;0;0
NASDAQ 100;D;20161116;000000;4764.77;4794.57;4742.94;4792.05;0;0
NASDAQ 100;D;20161117;000000;4791.94;4826.75;4781.72;4825.99;0;0
NASDAQ 100;D;20161118;000000;4826.47;4840.81;4804.44;4806.83;0;0
NASDAQ 100;D;20161119;000000;4808.16;4808.16;4808.04;4808.04;0;0
NASDAQ 100;D;20161120;000000;4808.04;4808.04;4808.04;4808.04;0;0
NASDAQ 100;D;20161121;000000;4822.32;4862.23;4819.6;4859.45;0;0
NASDAQ 100;D;20161122;000000;4859;4884.63;4859;4874.15;0;0
NASDAQ 100;D;20161123;000000;4873.84;4873.84;4832.61;4853.34;0;0
NASDAQ 100;D;20161124;000000;4853.67;4853.86;4853.36;4853.86;0;0
NASDAQ 100;D;20161125;000000;4853.86;4870.9;4853.04;4870.02;0;0
NASDAQ 100;D;20161126;000000;4870.02;4870.02;4870.02;4870.02;0;0
NASDAQ 100;D;20161127;000000;4870.02;4870.02;4870.02;4870.02;0;0
NASDAQ 100;D;20161128;000000;4861.79;4878.87;4852.71;4857.54;0;0
NASDAQ 100;D;20161129;000000;4857.97;4896.57;4848.89;4872.36;0;0
NASDAQ 100;D;20161130;000000;4873.04;4880.76;4812.58;4812.58;0;0
NASDAQ 100;D;20161201;000000;4811.01;4811.01;4723.57;4734.84;0;0
NASDAQ 100;D;20161202;000000;4734.61;4759.03;4721.41;4739.27;0;0
NASDAQ 100;D;20161203;000000;4738.97;4739.37;4738.97;4739.37;0;0
NASDAQ 100;D;20161204;000000;4739.37;4739.37;4739.37;4739.37;0;0
NASDAQ 100;D;20161205;000000;4761.94;4795.28;4743.53;4777.86;0;0
NASDAQ 100;D;20161206;000000;4778.14;4796.58;4769.39;4789.25;0;0
NASDAQ 100;D;20161207;000000;4788.72;4854.32;4765.44;4850.7;0;0
NASDAQ 100;D;20161208;000000;4850.88;4869.56;4843.04;4858.16;0;0
NASDAQ 100;D;20161209;000000;4859.19;4897.24;4859.19;4894.22;0;0
NASDAQ 100;D;20161210;000000;4894.64;4896.1;4894.64;4895.9;0;0
NASDAQ 100;D;20161211;000000;4895.9;4895.9;4895.9;4895.9;0;0
NASDAQ 100;D;20161212;000000;4878.04;4882.98;4854.27;4873.87;0;0
NASDAQ 100;D;20161213;000000;4873.76;4960.48;4873.76;4935.73;0;0
NASDAQ 100;D;20161214;000000;4935.87;4955.25;4910.76;4920.67;0;0
NASDAQ 100;D;20161215;000000;4921.81;4959.9;4919.81;4933.62;0;0
NASDAQ 100;D;20161216;000000;4933.41;4952.14;4904.38;4913.56;0;0
NASDAQ 100;D;20161217;000000;4914.86;4914.86;4914.86;4914.86;0;0
NASDAQ 100;D;20161218;000000;4914.86;4914.86;4914.86;4914.86;0;0
NASDAQ 100;D;20161219;000000;4919.16;4963;4911.75;4934.03;0;0
NASDAQ 100;D;20161220;000000;4933.94;4961.55;4933.73;4953.05;0;0
NASDAQ 100;D;20161221;000000;4953.76;4957.45;4938.24;4948.8;0;0
NASDAQ 100;D;20161222;000000;4949.04;4949.04;4917.33;4934.1;0;0
NASDAQ 100;D;20161223;000000;4934.12;4939.89;4922.94;4939.66;0;0
NASDAQ 100;D;20161224;000000;4939.82;4940.02;4939.27;4940.02;0;0
NASDAQ 100;D;20161225;000000;4940.02;4940.02;4940.02;4940.02;0;0
NASDAQ 100;D;20161226;000000;4940.02;4940.02;4940.02;4940.02;0;0
NASDAQ 100;D;20161227;000000;4948.92;4992.08;4947.59;4965.56;0;0
NASDAQ 100;D;20161228;000000;4965.36;4978.43;4922.09;4925.51;0;0
NASDAQ 100;D;20161229;000000;4925.81;4933.71;4903.28;4917.32;0;0
NASDAQ 100;D;20161230;000000;4917.48;4927.16;4853.97;4864.46;0;0
NASDAQ 100;D;20161231;000000;4864.83;4865.74;4863.62;4863.62;0;0
NASDAQ 100;D;20170101;000000;4863.62;4863.62;4863.62;4863.62;0;0
NASDAQ 100;D;20170102;000000;4863.62;4863.62;4863.62;4863.62;0;0
NASDAQ 100;D;20170103;000000;4900.85;4928.49;4884.52;4909.72;0;0
NASDAQ 100;D;20170104;000000;4910.18;4944.74;4909.86;4937.11;0;0
NASDAQ 100;D;20170105;000000;4936.81;4967.9;4935.34;4965.18;0;0
NASDAQ 100;D;20170106;000000;4965.41;5020.7;4957.82;5006.96;0;0
NASDAQ 100;D;20170107;000000;5006.74;5007.08;5006.74;5007.08;0;0
NASDAQ 100;D;20170108;000000;5007.08;5007.08;5007.08;5007.08;0;0
NASDAQ 100;D;20170109;000000;5014.05;5033.32;5009.45;5025.08;0;0
NASDAQ 100;D;20170110;000000;5024.9;5049.83;5016.19;5035.17;0;0
NASDAQ 100;D;20170111;000000;5035.18;5049.09;5012.65;5048.84;0;0
NASDAQ 100;D;20170112;000000;5050.21;5050.21;4995.07;5041.67;0;0
NASDAQ 100;D;20170113;000000;5041.43;5066.95;5041.43;5058.8;0;0
NASDAQ 100;D;20170114;000000;5059.51;5059.51;5059.51;5059.51;0;0
NASDAQ 100;D;20170115;000000;5059.51;5059.51;5059.51;5059.51;0;0
NASDAQ 100;D;20170116;000000;5059.51;5059.51;5059.51;5059.51;0;0
NASDAQ 100;D;20170117;000000;5042.45;5053.2;5029.61;5044.32;0;0
NASDAQ 100;D;20170118;000000;5044.65;5058.2;5039.5;5055.79;0;0
NASDAQ 100;D;20170119;000000;5055.85;5078.41;5041.21;5050.48;0;0
NASDAQ 100;D;20170120;000000;5050.55;5085.34;5050.02;5063.05;0;0
NASDAQ 100;D;20170121;000000;5062.9;5063.2;5062.9;5063.2;0;0
NASDAQ 100;D;20170122;000000;5063.2;5063.2;5063.2;5063.2;0;0
NASDAQ 100;D;20170123;000000;5055.61;5073.24;5035.49;5066.18;0;0
