<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
NASDAQ 100;D;20120901;000000;2772.19;2772.24;2772.19;2772.24;0;0
NASDAQ 100;D;20120902;000000;2772.24;2772.24;2772.24;2772.24;0;0
NASDAQ 100;D;20120903;000000;2772.24;2772.24;2772.24;2772.24;0;0
NASDAQ 100;D;20120904;000000;2766.93;2781.08;2744.29;2771.92;0;0
NASDAQ 100;D;20120905;000000;2772.03;2780.56;2760.66;2766.82;0;0
NASDAQ 100;D;20120906;000000;2766.95;2829.61;2766.95;2828.87;0;0
NASDAQ 100;D;20120907;000000;2829.71;2829.95;2817.48;2824.44;0;0
NASDAQ 100;D;20120908;000000;2825.11;2825.11;2825.11;2825.11;0;0
NASDAQ 100;D;20120909;000000;2825.11;2825.11;2825.11;2825.11;0;0
NASDAQ 100;D;20120910;000000;2821.03;2823.34;2787.33;2788.17;0;0
NASDAQ 100;D;20120911;000000;2788.35;2799.85;2780.24;2785.46;0;0
NASDAQ 100;D;20120912;000000;2785.04;2798.97;2775.4;2791.5;0;0
NASDAQ 100;D;20120913;000000;2791.68;2841.68;2791.68;2830.93;0;0
NASDAQ 100;D;20120914;000000;2830.97;2865.37;2830.97;2854.85;0;0
NASDAQ 100;D;20120915;000000;2855.07;2855.23;2855.07;2855.23;0;0
NASDAQ 100;D;20120916;000000;2855.23;2855.23;2855.23;2855.23;0;0
NASDAQ 100;D;20120917;000000;2857.52;2857.52;2846.17;2856.09;0;0
NASDAQ 100;D;20120918;000000;2856.32;2859.34;2848.91;2857.79;0;0
NASDAQ 100;D;20120919;000000;2857.84;2871.1;2850.32;2864.39;0;0
NASDAQ 100;D;20120920;000000;2864.27;2864.27;2842.59;2861.56;0;0
NASDAQ 100;D;20120921;000000;2861.53;2878.38;2859.55;2861.52;0;0
NASDAQ 100;D;20120922;000000;2861.64;2861.64;2861.64;2861.64;0;0
NASDAQ 100;D;20120923;000000;2861.64;2861.64;2861.64;2861.64;0;0
NASDAQ 100;D;20120924;000000;2836.35;2849.61;2832.53;2844.08;0;0
NASDAQ 100;D;20120925;000000;2843.98;2858.68;2804.13;2804.61;0;0
NASDAQ 100;D;20120926;000000;2804.94;2804.94;2768.58;2782.01;0;0
NASDAQ 100;D;20120927;000000;2782.11;2827;2781.63;2821.38;0;0
NASDAQ 100;D;20120928;000000;2821.59;2821.6;2795.54;2797.94;0;0
NASDAQ 100;D;20120929;000000;2798.29;2799.19;2798.29;2799.19;0;0
NASDAQ 100;D;20120930;000000;2799.19;2799.19;2799.19;2799.19;0;0
NASDAQ 100;D;20121001;000000;2811.45;2827.61;2784.54;2794.34;0;0
NASDAQ 100;D;20121002;000000;2794.22;2812.21;2779.01;2799.49;0;0
NASDAQ 100;D;20121003;000000;2799.37;2822.56;2797.28;2818.61;0;0
NASDAQ 100;D;20121004;000000;2818.76;2835.33;2814.45;2829.07;0;0
NASDAQ 100;D;20121005;000000;2828.6;2845.97;2806.44;2811.65;0;0
NASDAQ 100;D;20121006;000000;2811.71;2811.94;2811.71;2811.94;0;0
NASDAQ 100;D;20121007;000000;2811.94;2811.94;2811.94;2811.94;0;0
NASDAQ 100;D;20121008;000000;2797.33;2801.85;2781.38;2786.98;0;0
NASDAQ 100;D;20121009;000000;2787.11;2787.11;2736.98;2742.33;0;0
NASDAQ 100;D;20121010;000000;2741.92;2749.42;2724.38;2728.79;0;0
NASDAQ 100;D;20121011;000000;2728.54;2750.81;2718.49;2719.24;0;0
NASDAQ 100;D;20121012;000000;2719.21;2734.4;2714.17;2720.44;0;0
NASDAQ 100;D;20121013;000000;2720.14;2720.14;2720.14;2720.14;0;0
NASDAQ 100;D;20121014;000000;2720.14;2720.14;2720.14;2720.14;0;0
NASDAQ 100;D;20121015;000000;2729.2;2742.7;2713.22;2739.62;0;0
NASDAQ 100;D;20121016;000000;2739.71;2781.01;2739.71;2778.33;0;0
NASDAQ 100;D;20121017;000000;2778.38;2784.81;2760.3;2775.68;0;0
NASDAQ 100;D;20121018;000000;2775.62;2775.83;2734.6;2743.96;0;0
NASDAQ 100;D;20121019;000000;2743.98;2744.17;2675.58;2678.29;0;0
NASDAQ 100;D;20121020;000000;2678.18;2678.32;2678.18;2678.32;0;0
NASDAQ 100;D;20121021;000000;2678.32;2678.32;2678.32;2678.32;0;0
NASDAQ 100;D;20121022;000000;2678.89;2699.08;2671.5;2694.03;0;0
NASDAQ 100;D;20121023;000000;2694.12;2694.56;2658.77;2666.75;0;0
NASDAQ 100;D;20121024;000000;2666.21;2686.4;2653.43;2656.13;0;0
NASDAQ 100;D;20121025;000000;2655.55;2679.81;2649.19;2657.1;0;0
NASDAQ 100;D;20121026;000000;2657.66;2675.92;2636.83;2665.93;0;0
NASDAQ 100;D;20121027;000000;2665.81;2665.83;2665.81;2665.83;0;0
NASDAQ 100;D;20121028;000000;2665.83;2665.83;2665.83;2665.83;0;0
NASDAQ 100;D;20121029;000000;2665.83;2665.83;2665.83;2665.83;0;0
NASDAQ 100;D;20121030;000000;2665.83;2665.83;2665.83;2665.83;0;0
NASDAQ 100;D;20121031;000000;2663.56;2665.88;2639.63;2648.13;0;0
NASDAQ 100;D;20121101;000000;2648.27;2690.72;2647.92;2686.99;0;0
NASDAQ 100;D;20121102;000000;2687.12;2701.91;2654.97;2656.53;0;0
NASDAQ 100;D;20121103;000000;2656.68;2656.68;2656.28;2656.28;0;0
NASDAQ 100;D;20121104;000000;2656.28;2656.28;2656.28;2656.28;0;0
NASDAQ 100;D;20121105;000000;2657.73;2669.94;2651.37;2667.44;0;0
NASDAQ 100;D;20121106;000000;2667.43;2696.44;2665.65;2681.36;0;0
NASDAQ 100;D;20121107;000000;2681.4;2682.49;2602.29;2623.92;0;0
NASDAQ 100;D;20121108;000000;2623.91;2629.31;2580.21;2586.49;0;0
NASDAQ 100;D;20121109;000000;2586.46;2610.17;2571.86;2589.4;0;0
NASDAQ 100;D;20121110;000000;2589.33;2593.61;2583.43;2584.1;0;0
NASDAQ 100;D;20121111;000000;2584.1;2584.1;2584.1;2584.1;0;0
NASDAQ 100;D;20121112;000000;2596.57;2600.65;2575.61;2584.76;0;0
NASDAQ 100;D;20121113;000000;2584.77;2587.73;2554.68;2576.96;0;0
NASDAQ 100;D;20121114;000000;2576.97;2578.7;2545.38;2546.2;0;0
NASDAQ 100;D;20121115;000000;2546.17;2546.22;2516.78;2525.95;0;0
NASDAQ 100;D;20121116;000000;2525.93;2541.14;2494.38;2529.09;0;0
NASDAQ 100;D;20121117;000000;2529.13;2541.34;2523.9;2534.16;0;0
NASDAQ 100;D;20121118;000000;2534.16;2534.16;2534.16;2534.16;0;0
NASDAQ 100;D;20121119;000000;2564.23;2588.66;2562.52;2587.44;0;0
NASDAQ 100;D;20121120;000000;2587.45;2598.47;2570.66;2585.87;0;0
NASDAQ 100;D;20121121;000000;2585.91;2604.51;2585.15;2602.24;0;0
NASDAQ 100;D;20121122;000000;2602.27;2603.55;2597.94;2600.48;0;0
NASDAQ 100;D;20121123;000000;2600.48;2640.39;2600.48;2639.59;0;0
NASDAQ 100;D;20121124;000000;2639.59;2639.59;2639.59;2639.59;0;0
NASDAQ 100;D;20121125;000000;2639.59;2639.59;2639.59;2639.59;0;0
NASDAQ 100;D;20121126;000000;2634.35;2649.47;2626.06;2648.89;0;0
NASDAQ 100;D;20121127;000000;2648.91;2659.35;2637.6;2646.77;0;0
NASDAQ 100;D;20121128;000000;2646.68;2658.47;2613.22;2654.32;0;0
NASDAQ 100;D;20121129;000000;2654.25;2688.95;2653.64;2683.03;0;0
NASDAQ 100;D;20121130;000000;2683.04;2684.32;2668.17;2671.83;0;0
NASDAQ 100;D;20121201;000000;2671.8;2682.36;2669.38;2677.88;0;0
NASDAQ 100;D;20121202;000000;2677.88;2677.88;2677.88;2677.88;0;0
NASDAQ 100;D;20121203;000000;2697.44;2699.04;2673.92;2676.17;0;0
NASDAQ 100;D;20121204;000000;2676.19;2681.15;2651.46;2666.56;0;0
NASDAQ 100;D;20121205;000000;2666.59;2673.2;2624.51;2647.46;0;0
NASDAQ 100;D;20121206;000000;2647.44;2663.01;2623.62;2651.23;0;0
NASDAQ 100;D;20121207;000000;2651.26;2671.57;2631.47;2640.55;0;0
NASDAQ 100;D;20121208;000000;2640.54;2643.6;2634.63;2640.54;0;0
NASDAQ 100;D;20121209;000000;2640.54;2640.54;2640.54;2640.54;0;0
NASDAQ 100;D;20121210;000000;2634.54;2661.35;2632.25;2649.14;0;0
NASDAQ 100;D;20121211;000000;2649.13;2696.9;2645.53;2684.09;0;0
NASDAQ 100;D;20121212;000000;2683.92;2694.43;2674.07;2684.24;0;0
NASDAQ 100;D;20121213;000000;2684.26;2688.44;2643.14;2649.16;0;0
NASDAQ 100;D;20121214;000000;2649.05;2658.67;2620.61;2620.95;0;0
NASDAQ 100;D;20121215;000000;2621;2629.77;2620.08;2628.09;0;0
NASDAQ 100;D;20121216;000000;2628.09;2628.09;2628.09;2628.09;0;0
NASDAQ 100;D;20121217;000000;2629.76;2659.94;2627.37;2649.12;0;0
NASDAQ 100;D;20121218;000000;2649.13;2707.84;2647.24;2700.57;0;0
NASDAQ 100;D;20121219;000000;2700.58;2713.39;2692.57;2696.47;0;0
NASDAQ 100;D;20121220;000000;2696.48;2703.44;2679.55;2696.71;0;0
NASDAQ 100;D;20121221;000000;2696.61;2696.69;2640.12;2657.86;0;0
NASDAQ 100;D;20121222;000000;2657.84;2666.08;2655.91;2664.67;0;0
NASDAQ 100;D;20121223;000000;2664.67;2664.67;2664.67;2664.67;0;0
NASDAQ 100;D;20121224;000000;2658.65;2662.03;2653.58;2658.05;0;0
NASDAQ 100;D;20121225;000000;2658.05;2658.05;2658.05;2658.05;0;0
NASDAQ 100;D;20121226;000000;2657.26;2663.56;2627.52;2644.25;0;0
NASDAQ 100;D;20121227;000000;2644.21;2644.26;2599.63;2622.3;0;0
NASDAQ 100;D;20121228;000000;2622.27;2641.11;2611.81;2618.37;0;0
NASDAQ 100;D;20121229;000000;2618.34;2624.01;2604.96;2606.36;0;0
NASDAQ 100;D;20121230;000000;2606.36;2606.36;2606.36;2606.36;0;0
NASDAQ 100;D;20121231;000000;2606.36;2606.36;2606.36;2606.36;0;0
NASDAQ 100;D;20130101;000000;2606.36;2606.36;2606.36;2606.36;0;0
NASDAQ 100;D;20130102;000000;2727.67;2740.33;2716.3;2727.65;0;0
NASDAQ 100;D;20130103;000000;2727.63;2750.82;2727.59;2736.95;0;0
NASDAQ 100;D;20130104;000000;2736.93;2737.72;2716.04;2728.13;0;0
NASDAQ 100;D;20130105;000000;2728.15;2731.95;2722.88;2724.49;0;0
NASDAQ 100;D;20130106;000000;2724.49;2724.49;2724.49;2724.49;0;0
NASDAQ 100;D;20130107;000000;2713.44;2725.75;2707.11;2719.88;0;0
NASDAQ 100;D;20130108;000000;2719.9;2730.16;2703.75;2713.06;0;0
NASDAQ 100;D;20130109;000000;2713.07;2735.42;2712.66;2726.7;0;0
NASDAQ 100;D;20130110;000000;2726.68;2749.19;2719.68;2738.17;0;0
NASDAQ 100;D;20130111;000000;2738.2;2749.36;2738;2746.68;0;0
NASDAQ 100;D;20130112;000000;2746.67;2749.15;2743.22;2748.26;0;0
NASDAQ 100;D;20130113;000000;2748.26;2748.26;2748.26;2748.26;0;0
NASDAQ 100;D;20130114;000000;2733.46;2743.35;2724.07;2737.04;0;0
NASDAQ 100;D;20130115;000000;2737.01;2740.33;2710.8;2720.99;0;0
NASDAQ 100;D;20130116;000000;2721.27;2742.33;2720.33;2741.66;0;0
NASDAQ 100;D;20130117;000000;2741.67;2756.68;2733.84;2751.73;0;0
NASDAQ 100;D;20130118;000000;2751.71;2752.2;2728.07;2736.16;0;0
NASDAQ 100;D;20130119;000000;2736.14;2743.54;2734.83;2743.24;0;0
NASDAQ 100;D;20130120;000000;2743.24;2743.24;2743.24;2743.24;0;0
NASDAQ 100;D;20130121;000000;2743.24;2743.24;2743.24;2743.24;0;0
NASDAQ 100;D;20130122;000000;2743.24;2747.52;2726.86;2742.3;0;0
NASDAQ 100;D;20130123;000000;2742.33;2769.31;2737.05;2765.64;0;0
NASDAQ 100;D;20130124;000000;2765.65;2766.62;2719.83;2726.79;0;0
NASDAQ 100;D;20130125;000000;2726.5;2745.09;2723.36;2740.58;0;0
NASDAQ 100;D;20130126;000000;2740.66;2742.73;2733.14;2736.73;0;0
NASDAQ 100;D;20130127;000000;2736.73;2736.73;2736.73;2736.73;0;0
NASDAQ 100;D;20130128;000000;2737.75;2752.54;2735.21;2748.24;0;0
NASDAQ 100;D;20130129;000000;2748.25;2750.93;2722.52;2741.28;0;0
NASDAQ 100;D;20130130;000000;2741.26;2757.09;2737.76;2744.62;0;0
NASDAQ 100;D;20130131;000000;2744.59;2751.11;2730.07;2738.7;0;0
NASDAQ 100;D;20130201;000000;2738.68;2768.63;2730.46;2762.79;0;0
NASDAQ 100;D;20130202;000000;2762.8;2764.31;2758.77;2763.96;0;0
NASDAQ 100;D;20130203;000000;2763.96;2763.96;2763.96;2763.96;0;0
NASDAQ 100;D;20130204;000000;2749.3;2755.65;2719.43;2727.21;0;0
NASDAQ 100;D;20130205;000000;2727.16;2762.86;2715.51;2759.99;0;0
NASDAQ 100;D;20130206;000000;2759.92;2761.06;2738.47;2743.98;0;0
NASDAQ 100;D;20130207;000000;2744.01;2749.14;2716.36;2734.48;0;0
NASDAQ 100;D;20130208;000000;2734.49;2780.13;2729.24;2775.61;0;0
NASDAQ 100;D;20130209;000000;2775.68;2777.67;2772.65;2775.56;0;0
NASDAQ 100;D;20130210;000000;2775.56;2775.56;2775.56;2775.56;0;0
NASDAQ 100;D;20130211;000000;2774.44;2776.89;2766.31;2769.4;0;0
NASDAQ 100;D;20130212;000000;2769.43;2777.13;2761.41;2766.65;0;0
NASDAQ 100;D;20130213;000000;2766.75;2783.19;2761.73;2767.12;0;0
NASDAQ 100;D;20130214;000000;2767.13;2776.49;2759.74;2771.42;0;0
NASDAQ 100;D;20130215;000000;2771.54;2779.07;2756.43;2758.61;0;0
NASDAQ 100;D;20130216;000000;2758.56;2764.67;2758.15;2764.67;0;0
NASDAQ 100;D;20130217;000000;2764.67;2764.67;2764.67;2764.67;0;0
NASDAQ 100;D;20130218;000000;2764.67;2764.67;2764.67;2764.67;0;0
NASDAQ 100;D;20130219;000000;2770.7;2780.27;2766.86;2778.51;0;0
NASDAQ 100;D;20130220;000000;2778.61;2782.64;2748.91;2750.72;0;0
NASDAQ 100;D;20130221;000000;2750.73;2750.77;2700.32;2711.95;0;0
NASDAQ 100;D;20130222;000000;2712.04;2733.68;2709.12;2730.67;0;0
NASDAQ 100;D;20130223;000000;2730.64;2737.28;2730.59;2737.28;0;0
NASDAQ 100;D;20130224;000000;2737.28;2737.28;2737.28;2737.28;0;0
NASDAQ 100;D;20130225;000000;2756.19;2763.96;2724.52;2729.76;0;0
NASDAQ 100;D;20130226;000000;2729.85;2730.91;2689.83;2712.54;0;0
NASDAQ 100;D;20130227;000000;2712.53;2756.98;2706.98;2756.81;0;0
NASDAQ 100;D;20130228;000000;2756.66;2761.28;2740.77;2754.18;0;0
NASDAQ 100;D;20130301;000000;2754.17;2754.17;2713.49;2746.09;0;0
NASDAQ 100;D;20130302;000000;2746.11;2749.71;2744.42;2747.75;0;0
NASDAQ 100;D;20130303;000000;2747.75;2747.75;2747.75;2747.75;0;0
NASDAQ 100;D;20130304;000000;2738.21;2758.86;2734.92;2757.97;0;0
NASDAQ 100;D;20130305;000000;2758.01;2803.35;2754.29;2793.06;0;0
NASDAQ 100;D;20130306;000000;2793.04;2808.18;2789.02;2797.15;0;0
NASDAQ 100;D;20130307;000000;2797.14;2804.03;2788.68;2798.91;0;0
NASDAQ 100;D;20130308;000000;2798.92;2812.73;2792.13;2802.69;0;0
NASDAQ 100;D;20130309;000000;2802.7;2807.42;2802.7;2804.11;0;0
NASDAQ 100;D;20130310;000000;2804.11;2804.11;2804.11;2804.11;0;0
NASDAQ 100;D;20130311;000000;2798.14;2812.05;2791.39;2811.69;0;0
NASDAQ 100;D;20130312;000000;2811.86;2811.86;2788.22;2800.61;0;0
NASDAQ 100;D;20130313;000000;2801.07;2807.7;2787.72;2798.49;0;0
NASDAQ 100;D;20130314;000000;2798.42;2812.29;2798.42;2807.24;0;0
NASDAQ 100;D;20130315;000000;2807.15;2810.24;2792.23;2798.8;0;0
NASDAQ 100;D;20130316;000000;2799.41;2799.41;2799.41;2799.41;0;0
NASDAQ 100;D;20130317;000000;2799.41;2799.41;2799.41;2799.41;0;0
NASDAQ 100;D;20130318;000000;2771.53;2803.45;2767.48;2792.36;0;0
NASDAQ 100;D;20130319;000000;2792.12;2807;2763.13;2787.02;0;0
NASDAQ 100;D;20130320;000000;2787.25;2811.48;2787.25;2806.61;0;0
NASDAQ 100;D;20130321;000000;2805.91;2805.91;2768.79;2774.94;0;0
NASDAQ 100;D;20130322;000000;2774.67;2803.96;2774.67;2800.35;0;0
NASDAQ 100;D;20130323;000000;2800.81;2800.81;2800.81;2800.81;0;0
NASDAQ 100;D;20130324;000000;2800.81;2800.81;2800.81;2800.81;0;0
NASDAQ 100;D;20130325;000000;2810.75;2816.55;2778.78;2789.51;0;0
NASDAQ 100;D;20130326;000000;2789.68;2807.18;2789.45;2806.78;0;0
NASDAQ 100;D;20130327;000000;2806.77;2811.79;2783.86;2810.19;0;0
NASDAQ 100;D;20130328;000000;2810.12;2820.67;2804.53;2818.1;0;0
NASDAQ 100;D;20130329;000000;2817.96;2818.69;2817.96;2818.69;0;0
NASDAQ 100;D;20130330;000000;2818.69;2818.69;2818.69;2818.69;0;0
NASDAQ 100;D;20130331;000000;2818.69;2818.69;2818.69;2818.69;0;0
NASDAQ 100;D;20130401;000000;2819.78;2821.48;2789.76;2796.38;0;0
NASDAQ 100;D;20130402;000000;2796.54;2828.64;2796.54;2820.06;0;0
NASDAQ 100;D;20130403;000000;2820.11;2825.28;2787.27;2794.87;0;0
NASDAQ 100;D;20130404;000000;2794.88;2800.59;2779.34;2794.8;0;0
NASDAQ 100;D;20130405;000000;2794.58;2794.92;2744.26;2771.25;0;0
NASDAQ 100;D;20130406;000000;2771.45;2771.75;2771.45;2771.75;0;0
NASDAQ 100;D;20130407;000000;2771.75;2771.75;2771.75;2771.75;0;0
NASDAQ 100;D;20130408;000000;2772.3;2785.74;2764.34;2785.7;0;0
NASDAQ 100;D;20130409;000000;2786.11;2815.07;2780.2;2804.4;0;0
NASDAQ 100;D;20130410;000000;2804.6;2862.32;2804.6;2859.09;0;0
NASDAQ 100;D;20130411;000000;2859.29;2863.66;2848.03;2858.32;0;0
NASDAQ 100;D;20130412;000000;2858.93;2859.07;2834.46;2855.97;0;0
NASDAQ 100;D;20130413;000000;2856.03;2856.48;2856.03;2856.48;0;0
NASDAQ 100;D;20130414;000000;2856.48;2856.48;2856.48;2856.48;0;0
NASDAQ 100;D;20130415;000000;2841.26;2849.16;2796.39;2798.02;0;0
NASDAQ 100;D;20130416;000000;2797.47;2839.38;2797.47;2837.29;0;0
NASDAQ 100;D;20130417;000000;2837.9;2838.41;2765.45;2781.32;0;0
NASDAQ 100;D;20130418;000000;2781.46;2788.19;2730.97;2742.79;0;0
NASDAQ 100;D;20130419;000000;2741.95;2785.65;2741.95;2780.05;0;0
NASDAQ 100;D;20130420;000000;2780.46;2780.46;2780.46;2780.46;0;0
NASDAQ 100;D;20130421;000000;2780.46;2780.46;2780.46;2780.46;0;0
NASDAQ 100;D;20130422;000000;2791.77;2818.73;2780.82;2810.21;0;0
NASDAQ 100;D;20130423;000000;2810.08;2845.4;2810.07;2837.04;0;0
NASDAQ 100;D;20130424;000000;2837.16;2844.95;2821.8;2834.22;0;0
NASDAQ 100;D;20130425;000000;2834.03;2860.69;2834.03;2849.28;0;0
NASDAQ 100;D;20130426;000000;2849.03;2849.03;2828.88;2840.81;0;0
NASDAQ 100;D;20130427;000000;2840.74;2840.74;2840.55;2840.55;0;0
NASDAQ 100;D;20130428;000000;2840.55;2840.55;2840.55;2840.55;0;0
NASDAQ 100;D;20130429;000000;2849.54;2877.08;2849.13;2866.87;0;0
NASDAQ 100;D;20130430;000000;2866.53;2887.87;2859.94;2886.35;0;0
NASDAQ 100;D;20130501;000000;2887.38;2892.26;2868.76;2873.83;0;0
NASDAQ 100;D;20130502;000000;2873.82;2916.3;2873.35;2911.07;0;0
NASDAQ 100;D;20130503;000000;2910.93;2952.22;2910.93;2944.18;0;0
NASDAQ 100;D;20130504;000000;2944.32;2944.59;2944.32;2944.59;0;0
NASDAQ 100;D;20130505;000000;2944.59;2944.59;2944.59;2944.59;0;0
NASDAQ 100;D;20130506;000000;2948.9;2959.63;2947.47;2955.15;0;0
NASDAQ 100;D;20130507;000000;2955.25;2961.76;2942.25;2952.38;0;0
NASDAQ 100;D;20130508;000000;2952.71;2969.66;2946.79;2967.79;0;0
NASDAQ 100;D;20130509;000000;2967.94;2980.36;2955.7;2960.33;0;0
NASDAQ 100;D;20130510;000000;2960.78;2980.81;2960.78;2979.82;0;0
NASDAQ 100;D;20130511;000000;2980.44;2981.02;2980.44;2981.02;0;0
NASDAQ 100;D;20130512;000000;2981.02;2981.02;2981.02;2981.02;0;0
NASDAQ 100;D;20130513;000000;2973.01;2989.7;2971.73;2982.78;0;0
NASDAQ 100;D;20130514;000000;2982.47;3005.02;2981.89;2996.15;0;0
NASDAQ 100;D;20130515;000000;2995.99;3004.52;2982.77;3002.14;0;0
NASDAQ 100;D;20130516;000000;3002.36;3019.04;2997.47;2998.93;0;0
NASDAQ 100;D;20130517;000000;2999.33;3028.92;2999.33;3028.51;0;0
NASDAQ 100;D;20130518;000000;3028.64;3028.96;3028.64;3028.96;0;0
NASDAQ 100;D;20130519;000000;3028.96;3028.96;3028.96;3028.96;0;0
NASDAQ 100;D;20130520;000000;3019.28;3032.86;3011.95;3021.28;0;0
NASDAQ 100;D;20130521;000000;3021.56;3036.71;3011.51;3026.88;0;0
NASDAQ 100;D;20130522;000000;3026.45;3053.51;2984.84;2999.08;0;0
NASDAQ 100;D;20130523;000000;2999.18;3002.55;2966.65;2991.43;0;0
NASDAQ 100;D;20130524;000000;2991.55;2991.55;2965.3;2990.8;0;0
NASDAQ 100;D;20130525;000000;2991.26;2991.26;2991.02;2991.02;0;0
NASDAQ 100;D;20130526;000000;2991.02;2991.02;2991.02;2991.02;0;0
NASDAQ 100;D;20130527;000000;2991.02;2991.02;2991.02;2991.02;0;0
NASDAQ 100;D;20130528;000000;3024.38;3037;3002.22;3012.29;0;0
NASDAQ 100;D;20130529;000000;3011.94;3011.94;2979.9;2995.32;0;0
NASDAQ 100;D;20130530;000000;2994.82;3026.36;2994.82;3012.54;0;0
NASDAQ 100;D;20130531;000000;3011.94;3023.11;2983.91;2983.91;0;0
NASDAQ 100;D;20130601;000000;2982.36;2982.36;2981.76;2981.76;0;0
NASDAQ 100;D;20130602;000000;2981.76;2981.76;2981.76;2981.76;0;0
NASDAQ 100;D;20130603;000000;2984.59;2990.59;2950.87;2990.59;0;0
NASDAQ 100;D;20130604;000000;2990.8;3007.3;2962.22;2973.38;0;0
NASDAQ 100;D;20130605;000000;2973.65;2975.83;2933.22;2937.33;0;0
NASDAQ 100;D;20130606;000000;2937.14;2949.56;2911.94;2949.2;0;0
NASDAQ 100;D;20130607;000000;2950.1;2993.1;2950.1;2990.91;0;0
NASDAQ 100;D;20130608;000000;2990.49;2990.87;2990.49;2990.87;0;0
NASDAQ 100;D;20130609;000000;2990.87;2990.87;2990.87;2990.87;0;0
NASDAQ 100;D;20130610;000000;2995.03;3004.67;2985.5;2990.2;0;0
NASDAQ 100;D;20130611;000000;2990.49;2990.49;2952.07;2960.33;0;0
NASDAQ 100;D;20130612;000000;2959.84;2978.76;2921.88;2925.78;0;0
NASDAQ 100;D;20130613;000000;2925.88;2968.98;2914.2;2962.74;0;0
NASDAQ 100;D;20130614;000000;2962.9;2966.13;2939.68;2943.49;0;0
NASDAQ 100;D;20130615;000000;2943.86;2943.86;2943.86;2943.86;0;0
NASDAQ 100;D;20130616;000000;2943.86;2943.86;2943.86;2943.86;0;0
NASDAQ 100;D;20130617;000000;2967.33;2988.59;2956.92;2971.79;0;0
NASDAQ 100;D;20130618;000000;2971.26;3001.89;2971.26;2995.91;0;0
NASDAQ 100;D;20130619;000000;2995.92;3000.22;2959.91;2959.91;0;0
NASDAQ 100;D;20130620;000000;2959.5;2959.5;2882.45;2890.24;0;0
NASDAQ 100;D;20130621;000000;2890.33;2898.4;2853.69;2877.8;0;0
NASDAQ 100;D;20130622;000000;2878.17;2878.17;2877.94;2877.94;0;0
NASDAQ 100;D;20130623;000000;2877.94;2877.94;2877.94;2877.94;0;0
NASDAQ 100;D;20130624;000000;2848.76;2869.91;2825.18;2848.8;0;0
NASDAQ 100;D;20130625;000000;2848.12;2880.93;2848.12;2869.22;0;0
NASDAQ 100;D;20130626;000000;2867.46;2899.58;2866.5;2893.93;0;0
NASDAQ 100;D;20130627;000000;2893.85;2924.34;2893.85;2907.01;0;0
NASDAQ 100;D;20130628;000000;2907.18;2927.49;2891.57;2910.6;0;0
NASDAQ 100;D;20130629;000000;2909.45;2909.6;2909.45;2909.6;0;0
NASDAQ 100;D;20130630;000000;2909.6;2909.6;2909.6;2909.6;0;0
NASDAQ 100;D;20130701;000000;2933.48;2951;2924.26;2927.2;0;0
NASDAQ 100;D;20130702;000000;2927.32;2945.93;2913.48;2929.28;0;0
NASDAQ 100;D;20130703;000000;2928.87;2953.85;2916.27;2941.41;0;0
NASDAQ 100;D;20130704;000000;2941.41;2941.41;2941.41;2941.41;0;0
NASDAQ 100;D;20130705;000000;2958.26;2963.82;2934.22;2962.92;0;0
NASDAQ 100;D;20130706;000000;2962.9;2963.22;2962.9;2963.22;0;0
NASDAQ 100;D;20130707;000000;2963.22;2963.22;2963.22;2963.22;0;0
NASDAQ 100;D;20130708;000000;2976.58;2978.82;2955.37;2966.09;0;0
NASDAQ 100;D;20130709;000000;2966.29;2989.93;2966.13;2984.73;0;0
NASDAQ 100;D;20130710;000000;2984.86;3004.28;2981.09;3000.75;0;0
NASDAQ 100;D;20130711;000000;3000.59;3060.67;3000.59;3059.84;0;0
NASDAQ 100;D;20130712;000000;3059.76;3077.32;3054.03;3076.64;0;0
NASDAQ 100;D;20130713;000000;3077.24;3079.07;3077.24;3079.07;0;0
NASDAQ 100;D;20130714;000000;3079.07;3079.07;3079.07;3079.07;0;0
NASDAQ 100;D;20130715;000000;3077.02;3082.25;3068.03;3080.02;0;0
NASDAQ 100;D;20130716;000000;3079.88;3085.2;3069.17;3077.52;0;0
NASDAQ 100;D;20130717;000000;3077.31;3090.89;3075.96;3084.69;0;0
NASDAQ 100;D;20130718;000000;3085.28;3091.21;3071.89;3077.61;0;0
NASDAQ 100;D;20130719;000000;3077.62;3077.82;3035.99;3044.22;0;0
NASDAQ 100;D;20130720;000000;3044.82;3044.93;3044.82;3044.93;0;0
NASDAQ 100;D;20130721;000000;3044.93;3044.93;3044.93;3044.93;0;0
NASDAQ 100;D;20130722;000000;3061.5;3061.55;3044.76;3054.59;0;0
NASDAQ 100;D;20130723;000000;3054.69;3059.37;3029.07;3031.05;0;0
NASDAQ 100;D;20130724;000000;3031.42;3060.63;3031.4;3041.29;0;0
NASDAQ 100;D;20130725;000000;3041.32;3063.76;3040.25;3061.67;0;0
NASDAQ 100;D;20130726;000000;3061.74;3075.85;3044.38;3075.69;0;0
NASDAQ 100;D;20130727;000000;3076.23;3076.23;3076.23;3076.23;0;0
NASDAQ 100;D;20130728;000000;3076.23;3076.23;3076.23;3076.23;0;0
NASDAQ 100;D;20130729;000000;3067.48;3083.34;3062.91;3069.39;0;0
