"date","max(difficulty)"
"2018-04-02",3287581456773855
"2018-04-03",3208715334283048
"2018-04-04",3280336285868088
"2018-04-05",3236743496207876
"2018-04-06",3358257930388463
"2018-04-07",3330673731526868
"2018-04-08",3265548297091593
"2018-04-09",3178954416634992
"2018-04-10",3248422977881644
"2018-04-11",3238123625184755
"2018-04-12",3208756485956390
"2018-04-13",3166683105374556
"2018-04-14",3209874801308179
"2018-04-15",3203421957235736
"2018-04-16",3221398510937188
"2018-04-17",3231128039558669
"2018-04-18",3228852093856778
"2018-04-19",3201518461834469
"2018-04-20",3237431995616822
"2018-04-21",3285196298612276
"2018-04-22",3245576547380662
"2018-04-23",3236609368699036
"2018-04-24",3277622879904309
"2018-04-25",3238239875953910
"2018-04-26",3334652769246624
"2018-04-27",3349329521710154
"2018-04-28",3271544016662640
"2018-04-29",3285744402037665
"2018-04-30",3284185880582569
"2018-05-01",3234295328768529
"2018-05-02",3234050940476985
"2018-05-03",3285842509697105
"2018-05-04",3310829328004914
"2018-05-05",3353826988613414
"2018-05-06",3411506945965168
"2018-05-07",3458351846273332
"2018-05-08",3472799969728103
"2018-05-09",3395758125226922
"2018-05-10",3353112686382790
"2018-05-11",3396626775492144
"2018-05-12",3460387496054665
"2018-05-13",3547842138156832
"2018-05-14",3405417482307579
"2018-05-15",3384508636911667
"2018-05-16",3397633462232964
"2018-05-17",3385324741704231
"2018-05-18",3351682493073541
"2018-05-19",3372103581063003
"2018-05-20",3386973607467629
"2018-05-21",3434721567381861
"2018-05-22",3434049669127164
"2018-05-23",3392900758432068
"2018-05-24",3382964821268242
"2018-05-25",3283461925741925
"2018-05-26",3418402229354334
"2018-05-27",3353728571041120
"2018-05-28",3317785570837938
"2018-05-29",3327495577385984
"2018-05-30",3279947267374788
"2018-05-31",3348618030334736
"2018-06-01",3270670939732509
"2018-06-02",3252547102743890
"2018-06-03",3289041593203727
"2018-06-04",3371667694379881
"2018-06-05",3324985424594341
"2018-06-06",3241873638486548
"2018-06-07",3229017291109038
"2018-06-08",3351927347444669
"2018-06-09",3428535500829635
"2018-06-10",3377492315531416
"2018-06-11",3417418004145574
"2018-06-12",3412472661186872
"2018-06-13",3402036006870345
"2018-06-14",3384323566673008
"2018-06-15",3326092557868102
"2018-06-16",3402332097820575
"2018-06-17",3387943801688722
"2018-06-18",3514242555802804
"2018-06-19",3547176162856618
"2018-06-20",3476523396989021
"2018-06-21",3573112150160515
"2018-06-22",3550705865150350
"2018-06-23",3569971245466922
"2018-06-24",3553667578423063
"2018-06-25",3581861225272053
"2018-06-26",3483211307674808
"2018-06-27",3589027479206975
"2018-06-28",3547109784776397
"2018-06-29",3467878570885353
"2018-06-30",3612901783595900
"2018-07-01",3512424309750597
"2018-07-02",3498351961960476
"2018-07-03",3528441939681607
"2018-07-04",3583870033054352
"2018-07-05",3669592238539864
"2018-07-06",3600489162750331
"2018-07-07",3627566370447679
"2018-07-08",3553589474407197
"2018-07-09",3631257845847987
"2018-07-10",3584028367056548
"2018-07-11",3465649389947360
"2018-07-12",3546229856054638
"2018-07-13",3583928960550909
"2018-07-14",3552262019788949
"2018-07-15",3508607592008393
"2018-07-16",3571815744150552
"2018-07-17",3603791969140292
"2018-07-18",3607228981836016
"2018-07-19",3542287449187335
"2018-07-20",3516125571483620
"2018-07-21",3314473357217204
"2018-07-22",3546793624636834
"2018-07-23",3649369132328638
"2018-07-24",3517826068222517
"2018-07-25",3597146863503973
"2018-07-26",3643759148954493
"2018-07-27",3621443059519578
"2018-07-28",3640084713956645
"2018-07-29",3648270269010339
"2018-07-30",3639029715039622
"2018-07-31",3670744766916581
"2018-08-01",3670171243994570
"2018-08-02",3632923397651149
"2018-08-03",3609225667967497
"2018-08-04",3702082275345224
"2018-08-05",3636735467325575
"2018-08-06",3674657730339906
"2018-08-07",3687893181858627
"2018-08-08",3705482298457671
"2018-08-09",3699432563262666
"2018-08-10",3694150060965273
"2018-08-11",3666493069796705
"2018-08-12",3650359271915053
"2018-08-13",3625046405962870
"2018-08-14",3654040531129115
"2018-08-15",3578865696123523
"2018-08-16",3521860031094659
"2018-08-17",3572170082446135
"2018-08-18",3520351867822530
"2018-08-19",3627538350972712
"2018-08-20",3627056690442057
"2018-08-21",3605446158398513
"2018-08-22",3674403298371430
"2018-08-23",3638841409882513
"2018-08-24",3585031463575789
"2018-08-25",3648999909363609
"2018-08-26",3702955506207103
"2018-08-27",3645078920071275
"2018-08-28",3586291847015574
"2018-08-29",3579300729479431
"2018-08-30",3559927683193421
"2018-08-31",3554975493143173
"2018-09-01",3546810290344339
"2018-09-02",3509684569172256
"2018-09-03",3511792328708762
"2018-09-04",3474212287407769
"2018-09-05",3563877984649904
"2018-09-06",3497815670765255
"2018-09-07",3516051672957678
"2018-09-08",3453200093687008
"2018-09-09",3348953274227839
"2018-09-10",3316717502278922
"2018-09-11",3365885334995822
"2018-09-12",3203449903820523
"2018-09-13",3127427703110096
"2018-09-14",3253457618699454
"2018-09-15",3239511289014274
"2018-09-16",3280954217688911
"2018-09-17",3218591630025033
"2018-09-18",3289501390750425
"2018-09-19",3295061693321204
"2018-09-20",3233715241149473
"2018-09-21",3366014197860233
"2018-09-22",3381703854142405
"2018-09-23",3380792556809826
"2018-09-24",3351816570691213
"2018-09-25",3296963041421632
"2018-09-26",3406531603791741
"2018-09-27",3384775972598284
"2018-09-28",3382316897436025
"2018-09-29",3355356270247563
"2018-09-30",3376531170349496
"2018-10-01",3316968307984014
"2018-10-02",3349573476003240
"2018-10-03",3346188052848558
"2018-10-04",3349370242666762
"2018-10-05",3371818293854994
"2018-10-06",3347255646235461
"2018-10-07",3350395226294640
"2018-10-08",3378305451215789
"2018-10-09",3405585906071665
"2018-10-10",3412635145432314
"2018-10-11",3330339098771366
"2018-10-12",3348509296781372
"2018-10-13",3335059481160542
"2018-10-14",3318316389173937
"2018-10-15",3286080385193192
"2018-10-16",3294640892502735
"2018-10-17",3258462567219649
"2018-10-18",3320224703998658
"2018-10-19",3304523889207794
"2018-10-20",3251311836937477
"2018-10-21",3236640945712906
"2018-10-22",3249644971289238
"2018-10-23",3215219023462193
"2018-10-24",3237847956385165
"2018-10-25",3241173041755612
"2018-10-26",3149470671724769
"2018-10-27",3199920975969673
"2018-10-28",3206239048152828
"2018-10-29",3215890848971613
"2018-10-30",3211410875034557
"2018-10-31",3220030715694180
"2018-11-01",3135351540954935
"2018-11-02",3112420516810653
"2018-11-03",3089933629231476
"2018-11-04",3137189066687625
"2018-11-05",3091028135949355
"2018-11-06",3099724967364983
"2018-11-07",3145643838543200
"2018-11-08",3129123320009273
"2018-11-09",3078448718244215
"2018-11-10",3095134452847415
"2018-11-11",3179177470581642
"2018-11-12",3106035969292278
"2018-11-13",3107768456401138
"2018-11-14",3160531248057104
"2018-11-15",3158231086243376
"2018-11-16",3197738354220464
"2018-11-17",3159562107118333
"2018-11-18",3114320449616662
"2018-11-19",3090250830265630
"2018-11-20",3028986251176640
"2018-11-21",2888624529678260
"2018-11-22",2892753544899722
"2018-11-23",2863560052915302
"2018-11-24",2833864322295875
"2018-11-25",2805684577855149
"2018-11-26",2782431742928324
"2018-11-27",2713876451761243
"2018-11-28",2461306810526782
"2018-11-29",2512941503554844
"2018-11-30",2576475034620935
"2018-12-01",2564803467407034
"2018-12-02",2502397812465179
"2018-12-03",2530023504195418
"2018-12-04",2561039193789203
"2018-12-05",2497736413932079
"2018-12-06",2500140436806929
"2018-12-07",2465835169303067
"2018-12-08",2387754957263387
"2018-12-09",2366451693229350
"2018-12-10",2471056913464547
"2018-12-11",2454416847110186
"2018-12-12",2340182060028966
"2018-12-13",2275077066340355
"2018-12-14",2309076103243840
"2018-12-15",2286798266582329
"2018-12-16",2282877615164540
"2018-12-17",2303043072918775
"2018-12-18",2322653863719400
"2018-12-19",2315402071490678
"2018-12-20",2319587210886542
"2018-12-21",2333179237806836
"2018-12-22",2361923127405894
"2018-12-23",2380772325687044
"2018-12-24",2521142990992723
"2018-12-25",2528794850370804
"2018-12-26",2632657570005016
"2018-12-27",2616203505275110
"2018-12-28",2536962870301580
"2018-12-29",2579518995156182
"2018-12-30",2610338098405989
"2018-12-31",2621695325703670
"2019-01-01",2583856188323630
"2019-01-02",2560135945177506
"2019-01-03",2700366483518227
"2019-01-04",2689531262779215
"2019-01-05",2789042465657877
"2019-01-06",2817081319676756
"2019-01-07",2828688043939377
"2019-01-08",2768230349584362
"2019-01-09",2765588120385323
"2019-01-10",2763480092312985
"2019-01-11",2778614997250583
"2019-01-12",2729853923699677
"2019-01-13",2692361166057581
"2019-01-14",2733087771412333
"2019-01-15",2783413981885741
"2019-01-16",2752755992944187
"2019-01-17",2671249755692078
"2019-01-18",2653928830482777
"2019-01-19",2773747750547734
"2019-01-20",2896730909066152
"2019-01-21",2923649671102293
"2019-01-22",2964492391870271
"2019-01-23",2918699969840277
"2019-01-24",2896859842391342
"2019-01-25",2929285751786535
"2019-01-26",2844688224877062
"2019-01-27",2810447410703238
"2019-01-28",2760964132069033
"2019-01-29",2504257078239965
"2019-01-30",2499287296194764
"2019-01-31",2580467455112232
"2019-02-01",2515124280716124
"2019-02-02",2478358300739987
"2019-02-03",2497480517800025
"2019-02-04",2450249140376745
"2019-02-05",2436217452480439
"2019-02-06",2439084548323609
"2019-02-07",2437218112291882
"2019-02-08",2451894534711512
"2019-02-09",2513647486914541
"2019-02-10",2981259386396234
"2019-02-11",2907069312311593
"2019-02-12",2937852629042269
"2019-02-13",2925937723156796
"2019-02-14",2880516393220976
"2019-02-15",2904653192681563
"2019-02-16",2900349074619411
"2019-02-17",2890862185005692
"2019-02-18",2941383910334877
"2019-02-19",3030480452961304
"2019-02-20",3043744764303040
"2019-02-21",3011271726662453
"2019-02-22",3015485919673760
"2019-02-23",3140925393718382
"2019-02-24",3108386501766941
"2019-02-25",3110952288204487
"2019-02-26",3110071075856101
"2019-02-27",3094945570952609
"2019-02-28",3083553560353291
"2019-03-01",2460195663906300
"2019-03-02",2008808259129997
"2019-03-03",1956979193895980
"2019-03-04",1939547928000041
"2019-03-05",1975026279662401
"2019-03-06",1975942873073502
"2019-03-07",1939476111715342
"2019-03-08",1989833505292016
"2019-03-09",1939601805929383
"2019-03-10",1973543508712415
"2019-03-11",1952202346068135
"2019-03-12",1928120141238389
"2019-03-13",1902248655277307
"2019-03-14",1933316464726668
"2019-03-15",1918145487010188
"2019-03-16",1959381188792756
"2019-03-17",1968098742376188
"2019-03-18",1934538439077690
"2019-03-19",1850653456179096
"2019-03-20",1917325602504781
"2019-03-21",1931317583238952
"2019-03-22",1906999857728267
"2019-03-23",1898220399945799
"2019-03-24",1908286745381693
"2019-03-25",1884478238876874
"2019-03-26",1861121646099433
"2019-03-27",1836822442664164
"2019-03-28",1825261225316520
"2019-03-29",1836370544209070
"2019-03-30",1802420805811123
"2019-03-31",1789889493402504
"2019-04-01",1888714668838421
"2019-04-02",1862187421144914
"2019-04-03",1844649945887014
"2019-04-04",1901516296944500
"2019-04-05",1889924413006673
"2019-04-06",1910801540462125
"2019-04-07",1872838828684241
"2019-04-08",1881646440049666
"2019-04-09",1897656574921389
"2019-04-10",1946070106410663
"2019-04-11",1946070114799271
"2019-04-12",1920500772730485
"2019-04-13",1970651046901847
"2019-04-14",2011253857459029
"2019-04-15",1972067259371319
"2019-04-16",1962604019668929
"2019-04-17",1930095581677804
"2019-04-18",1918441857733223
"2019-04-19",1943843715689519
"2019-04-20",1976469102192841
"2019-04-21",1932014498520062
"2019-04-22",1976612011005767
"2019-04-23",1964088457924331
"2019-04-24",1940170426974234
"2019-04-25",1918849593793081
"2019-04-26",1897940179544909
"2019-04-27",1959040892565743
"2019-04-28",1925923935345708
"2019-04-29",1946715034213450
"2019-04-30",1969741889091753
"2019-05-01",2011190328885766
"2019-05-02",1965530756709607
"2019-05-03",1948064307455117
"2019-05-04",2022594729628562
"2019-05-05",2021732282429574
"2019-05-06",2024516870580574
"2019-05-07",2015715691588994
"2019-05-08",1983378650300901
"2019-05-09",1995156537630440
"2019-05-10",1990207150242944
"2019-05-11",2000041689707269
"2019-05-12",2055830139151964
"2019-05-13",2037686575598724
"2019-05-14",2076470668987773
"2019-05-15",2091414620365327
"2019-05-16",2114677685968613
"2019-05-17",2194153886491958
"2019-05-18",2239197864920688
"2019-05-19",2209057978878843
"2019-05-20",2154638123958230
"2019-05-21",2119162347326041
"2019-05-22",2134662455655613
"2019-05-23",2108796677490890
"2019-05-24",2050786676770651
"2019-05-25",2102142564704765
"2019-05-26",2092371355397822
"2019-05-27",2131686080376942
"2019-05-28",2113073562330675
"2019-05-29",2204314508320239
"2019-05-30",2218080756062098
"2019-05-31",2167599141746163
"2019-06-01",2188051401589516
"2019-06-02",2220895180540854
"2019-06-03",2135721262657539
"2019-06-04",2146816063708259
"2019-06-05",2074338387210798
"2019-06-06",2198880199765931
"2019-06-07",2156762048650301
"2019-06-08",2145604838079667
"2019-06-09",2101955666432214
"2019-06-10",2108333858991141
"2019-06-11",2080238519239378
"2019-06-12",2081146412366514
"2019-06-13",2063853629251036
"2019-06-14",2052066479274209
"2019-06-15",2060850809022416
"2019-06-16",2056369595580810
"2019-06-17",2080557600425541
"2019-06-18",2098850522529103
"2019-06-19",2104965334027309
"2019-06-20",2087931917048863
"2019-06-21",2117967513612394
"2019-06-22",2083197312720056
"2019-06-23",2128706309194873
"2019-06-24",2121319983222045
"2019-06-25",2193153147314768
"2019-06-26",2269603524049322
"2019-06-27",2220749655914447
"2019-06-28",2203990979345750
"2019-06-29",2221079967836573
"2019-06-30",2281386239576754
"2019-07-01",2234203062908730
"2019-07-02",2278584588639335
"2019-07-03",2214583511482910
"2019-07-04",2193504554407278
"2019-07-05",2218502472566084
"2019-07-06",2246411491733984
"2019-07-07",2208390804647606
"2019-07-08",2210850279086443
"2019-07-09",2240330064020910
"2019-07-10",2254605901019063
"2019-07-11",2292377929769891
"2019-07-12",2338709565339664
"2019-07-13",2300192296213551
"2019-07-14",2320594846917119
"2019-07-15",2337698304494264
"2019-07-16",2280067789887526
"2019-07-17",2326245654882880
"2019-07-18",2310529533086092
"2019-07-19",2334313559861112
"2019-07-20",2278040608679220
"2019-07-21",2284742857391372
"2019-07-22",2228899386649034
"2019-07-23",2240789499710845
"2019-07-24",2286140822022525
"2019-07-25",2273263755723772
"2019-07-26",2246526702048460
"2019-07-27",2351252952854477
"2019-07-28",2298814604167897
"2019-07-29",2277646438742226
"2019-07-30",2302840775785659
"2019-07-31",2311930459490186
"2019-08-01",2265979215618504
"2019-08-02",2289140321971688
"2019-08-03",2288382133685662
"2019-08-04",2313280889931058
"2019-08-05",2362692752559300
"2019-08-06",2366560599758725
"2019-08-07",2379005615347862
"2019-08-08",2392911734010245
"2019-08-09",2389534328367373
"2019-08-10",2379013975336802
"2019-08-11",2387799722494500
"2019-08-12",2366409888234985
"2019-08-13",2384000093711083
"2019-08-14",2375352231052830
"2019-08-15",2417898584882880
"2019-08-16",2367146899293320
"2019-08-17",2433933548038340
"2019-08-18",2357718296803825
"2019-08-19",2364634964755996
"2019-08-20",2291525752614270
"2019-08-21",2300545161665313
"2019-08-22",2274708111473345
"2019-08-23",2302847171211306
"2019-08-24",2327164680561357
"2019-08-25",2268210127412763
"2019-08-26",2332759405327776
"2019-08-27",2219973250389653
"2019-08-28",2248143153806457
"2019-08-29",2349415485941172
"2019-08-30",2344902793998944
"2019-08-31",2327531769914909
"2019-09-01",2302628758626893
"2019-09-02",2321089166456300
"2019-09-03",2347086374561384
"2019-09-04",2297925178973175
"2019-09-05",2288332568749708
"2019-09-06",2306666926517386
"2019-09-07",2349583740527786
"2019-09-08",2380885949382549
"2019-09-09",2336541555711399
"2019-09-10",2315816950384296
"2019-09-11",2303983777222720
"2019-09-12",2434687027813758
"2019-09-13",2435135983803412
"2019-09-14",2409140418252911
"2019-09-15",2388530392412929
"2019-09-16",2465477637666358
"2019-09-17",2539054443836127
"2019-09-18",2521690416101416
"2019-09-19",2555544647610570
"2019-09-20",2549810827256291
"2019-09-21",2578473044401463
"2019-09-22",2512377336774552
"2019-09-23",2615386351670048
"2019-09-24",2600890799213295
"2019-09-25",2576490418415421
"2019-09-26",2580912532908022
"2019-09-27",2580319256499157
"2019-09-28",2536326195257329
"2019-09-29",2524273457473714
"2019-09-30",2541628064396726
"2019-10-01",2514690137375735
"2019-10-02",2534004261083407
"2019-10-03",2444927813935701
"2019-10-04",2453795211797830
"2019-10-05",2477214794560468
"2019-10-06",2491891649259592
"2019-10-07",2541649892246985
"2019-10-08",2471143189002404
"2019-10-09",2444455253384275
"2019-10-10",2504996893392452
"2019-10-11",2576813848040568
"2019-10-12",2527323546041527
"2019-10-13",2534483572528455
"2019-10-14",2503245054576864
"2019-10-15",2615949842825531
"2019-10-16",2615378941666459
"2019-10-17",2568895006154139
"2019-10-18",2485450966730488
"2019-10-19",2544827990302079
"2019-10-20",2561942544992392
"2019-10-21",2515813110441234
"2019-10-22",2483759724211051
"2019-10-23",2568634851331895
"2019-10-24",2540778812109790
"2019-10-25",2519092524031958
"2019-10-26",2529763124392719
"2019-10-27",2492696958033744
"2019-10-28",2522507413957567
"2019-10-29",2505478251844918
"2019-10-30",2510299058046594
"2019-10-31",2540543849018492
"2019-11-01",2586838615814493
"2019-11-02",2581484455642781
"2019-11-03",2556735238561330
"2019-11-04",2509138367158584
"2019-11-05",2521264965232035
"2019-11-06",2529477767514178
"2019-11-07",2519806920721879
"2019-11-08",2508310685796066
"2019-11-09",2564577328269792
"2019-11-10",2602216637092694
"2019-11-11",2607590831640636
"2019-11-12",2614685146701308
"2019-11-13",2628531481403285
"2019-11-14",2578648948826704
"2019-11-15",2587416038167564
"2019-11-16",2551463163119504
"2019-11-17",2621659930659949
"2019-11-18",2632013196979571
"2019-11-19",2548217541988104
"2019-11-20",2437377880240081
"2019-11-21",2544042295202764
"2019-11-22",2526995671081514
"2019-11-23",2529752138892972
"2019-11-24",2534791624287434
"2019-11-25",2604064773089109
"2019-11-26",2566465436284872
"2019-11-27",2637553960848948
"2019-11-28",2618842865463022
"2019-11-29",2639024820100192
"2019-11-30",2641743344328749
"2019-12-01",2609585704206377
"2019-12-02",2642838510035848
"2019-12-03",2714586480793184
"2019-12-04",2655179154872490
"2019-12-05",2572080206457739
"2019-12-06",2572110155396098
"2019-12-07",2613004365834998
"2019-12-08",2568941519190211
"2019-12-09",2566877517834809
"2019-12-10",2675375555259763
"2019-12-11",2672752779494252
"2019-12-12",2594831690499129
"2019-12-13",2836225573283930
"2019-12-14",2946495789131336
"2019-12-15",2931463004335803
"2019-12-16",2880903326361922
"2019-12-17",2803665093784477
"2019-12-18",2697403197032141
"2019-12-19",2669561993620465
"2019-12-20",2664095692669733
"2019-12-21",2670834577136030
"2019-12-22",2624505058092663
"2019-12-23",2640503848595149
"2019-12-24",2678599043352590
"2019-12-25",2625773710476926
"2019-12-26",2568451873058958
"2019-12-27",2576572390129063
"2019-12-28",2627385791305148
"2019-12-29",2650404849169062
"2019-12-30",2604975851605043
"2019-12-31",2605992351513147
"2020-01-01",2570401268627375
"2020-01-02",2564551268961122
"2020-01-03",2097816420703606
"2020-01-04",2162768947652891
"2020-01-05",2121645198179119
"2020-01-06",2104669593501847
"2020-01-07",2145767675768131
"2020-01-08",2127137269437904
"2020-01-09",2068929918745443
"2020-01-10",2132387801789654
"2020-01-11",2136397344104483
"2020-01-12",2117124816129622
"2020-01-13",2136077253608767
"2020-01-14",2135148113124229
"2020-01-15",2171843097368946
"2020-01-16",2148434380259291
"2020-01-17",2134666091307225
"2020-01-18",2158829715568317
"2020-01-19",2165284505538276
"2020-01-20",2156519693888073
"2020-01-21",2171987943124018
"2020-01-22",2174029137068689
"2020-01-23",2131123721502626
"2020-01-24",2186299225786945
"2020-01-25",2160342242425310
"2020-01-26",2125589986282540
"2020-01-27",2139971869984729
"2020-01-28",2109340799514942
"2020-01-29",2178506284112938
"2020-01-30",2141121417832930
"2020-01-31",2140144866107430
"2020-02-01",2102718424675353
"2020-02-02",2183312192472266
"2020-02-03",2141396391963004
"2020-02-04",2169566282742840
"2020-02-05",2178954344663587
"2020-02-06",2175390898210014
"2020-02-07",2204491242908101
"2020-02-08",2198943370991783
"2020-02-09",2174242146219009
"2020-02-10",2196120644005178
"2020-02-11",2224486473089336
"2020-02-12",2229736811453813
"2020-02-13",2256919545315256
"2020-02-14",2253605367647667
"2020-02-15",2279137935779391
"2020-02-16",2325333697504176
"2020-02-17",2292446086336983
"2020-02-18",2302977806035364
"2020-02-19",2369783403631876
"2020-02-20",2344033782322021
"2020-02-21",2337042449700074
"2020-02-22",2346194061312284
"2020-02-23",2354641517811227
"2020-02-24",2367723310189157
"2020-02-25",2327140383074043
"2020-02-26",2317705883526697
"2020-02-27",2431843896393937
"2020-02-28",2350680459294158
"2020-02-29",2368075074633135
"2020-03-01",2383491090297565
"2020-03-02",2374768984493190
"2020-03-03",2315814222250256
"2020-03-04",2353425926578292
"2020-03-05",2395639999732935
"2020-03-06",2286265316289033
"2020-03-07",2323393038716004
"2020-03-08",2383474964433374
"2020-03-09",2388278532902908
"2020-03-10",2346884020717093
"2020-03-11",2339316411014670
"2020-03-12",2380379876888586
"2020-03-13",2351893424223756
"2020-03-14",2245099761822145
"2020-03-15",2247670452827575
"2020-03-16",2301829942825354
"2020-03-17",2213396773365073
"2020-03-18",2233021833541775
"2020-03-19",2249140611651469
"2020-03-20",2273950405299000
"2020-03-21",2303685568091116
"2020-03-22",2286667443166066
"2020-03-23",2278776399947364
"2020-03-24",2331980716209852
"2020-03-25",2252861002143426
"2020-03-26",2334694401532397
"2020-03-27",2253019406376731
"2020-03-28",2284015408562682
"2020-03-29",2304074361859041
"2020-03-30",2319501690333373
"2020-03-31",2285339286776694
"2020-04-01",2255903271771096
"2020-04-02",2339292292402581
"2020-04-03",2301397339917233
"2020-04-04",2244188292484065
"2020-04-05",2289881706381106
"2020-04-06",2199574038029724
"2020-04-07",2271825895864852
"2020-04-08",2300250829820199
"2020-04-09",2275222183608794
"2020-04-10",2310619405495557
"2020-04-11",2260749031522293
"2020-04-12",2304975009220572
"2020-04-13",2305762829907028
"2020-04-14",2347284615967438
"2020-04-15",2308468311649788
"2020-04-16",2333093318699697
"2020-04-17",2322959935031685
"2020-04-18",2343922405801741
"2020-04-19",2281061898543130
"2020-04-20",2271475407252265
"2020-04-21",2283415407036780
"2020-04-22",2264079127221048
"2020-04-23",2379624873990432
"2020-04-24",2268850700064706
"2020-04-25",2278249707551806
"2020-04-26",2283846342912180
"2020-04-27",2224674919597452
"2020-04-28",2250207140633207
"2020-04-29",2326898551917557
"2020-04-30",2367539892778940
"2020-05-01",2426436078964682
"2020-05-02",2415332160914340
"2020-05-03",2380237218100680
"2020-05-04",2421440957077930
"2020-05-05",2431159973466525
"2020-05-06",2386686780455768
"2020-05-07",2300665878727329
"2020-05-08",2349031790184241
"2020-05-09",2365560212423389
"2020-05-10",2310006335451340
"2020-05-11",2335663977909367
"2020-05-12",2348170700073299
"2020-05-13",2321303038772182
"2020-05-14",2389697478239936
"2020-05-15",2397385802828240
"2020-05-16",2335596804531730
"2020-05-17",2435040943878003
"2020-05-18",2323595378432758
"2020-05-19",2316042229413405
"2020-05-20",2368785527152171
"2020-05-21",2327629469835221
"2020-05-22",2370131046699142
"2020-05-23",2399642307878216
"2020-05-24",2396340570998272
"2020-05-25",2337906090002061
"2020-05-26",2304856109567391
"2020-05-27",2371007386951577
"2020-05-28",2347790292162048
"2020-05-29",2331797081414839
"2020-05-30",2355540529707334
"2020-05-31",2399416152305281
"2020-06-01",2377049782020787
"2020-06-02",2409767592074308
"2020-06-03",2446688956338933
"2020-06-04",2442334396428680
"2020-06-05",2410500806141725
"2020-06-06",2458555707728451
"2020-06-07",2443597666826132
"2020-06-08",2435178434632167
"2020-06-09",2372282687725891
"2020-06-10",2363968910372725
"2020-06-11",2366539596971466
"2020-06-12",2364742297191323
"2020-06-13",2351330732625463
"2020-06-14",2372403197075327
"2020-06-15",2421416347266821
"2020-06-16",2448102239002557
"2020-06-17",2376302991022716
"2020-06-18",2364050124124620
"2020-06-19",2399716631952896
"2020-06-20",2425801453741566
"2020-06-21",2413951789499068
"2020-06-22",2411512680547679
"2020-06-23",2418501492661018
"2020-06-24",2459413628898412
"2020-06-25",2500957765324357
"2020-06-26",2485019148501943
"2020-06-27",2486742457883771
"2020-06-28",2439727861235539
"2020-06-29",2489490713349600
"2020-06-30",2479687874099372
"2020-07-01",2482969365662721
"2020-07-02",2447860850112410
"2020-07-03",2459975088459319
"2020-07-04",2469654606805251
"2020-07-05",2452980438042997
"2020-07-06",2499699634072138
"2020-07-07",2450300747264457
"2020-07-08",2510797772150675
"2020-07-09",2480414194530412
"2020-07-10",2478087565030564
"2020-07-11",2466923944059789
"2020-07-12",2493704474349030
"2020-07-13",2508368528350872
"2020-07-14",2498278514615688
"2020-07-15",2447650082019399
"2020-07-16",2490077720310259
"2020-07-17",2446662065822566
"2020-07-18",2476459864511175
"2020-07-19",2514411281022245
"2020-07-20",2446193956960790
"2020-07-21",2396561704837133
"2020-07-22",2366138365100577
"2020-07-23",2443550903302859
"2020-07-24",2538153603615189
"2020-07-25",2520817608618493
"2020-07-26",2525552056400689
"2020-07-27",2514723311735660
"2020-07-28",2591486263228493
"2020-07-29",2614528340586712
"2020-07-30",2633941222225365
"2020-07-31",2498595762988685
"2020-08-01",2582436451095102
"2020-08-02",2621382425172199
"2020-08-03",2497069683512512
"2020-08-04",2540989940792400
"2020-08-05",2530283813000137
"2020-08-06",2577911409458896
"2020-08-07",2603699543434182
"2020-08-08",2615530982312723
"2020-08-09",2702000161462931
"2020-08-10",2635179986095239
"2020-08-11",2617181014212234
"2020-08-12",2644728284401293
"2020-08-13",2659061631737772
"2020-08-14",2781804382967675
"2020-08-15",2823094122893774
"2020-08-16",2739904777410874
"2020-08-17",2687719047033823
"2020-08-18",2617648419116649
"2020-08-19",2674263296785649
"2020-08-20",2761791699075118
"2020-08-21",2807723040245311
"2020-08-22",2788236820761451
"2020-08-23",2820918356971417
"2020-08-24",2866657716674634
"2020-08-25",2863427161294115
"2020-08-26",2886222569805479
"2020-08-27",2840844467686183
"2020-08-28",2865271093426300
"2020-08-29",2785331755996534
"2020-08-30",2837834223984569
"2020-08-31",2917123445083517
"2020-09-01",2967224819183699
"2020-09-02",2966288378812946
"2020-09-03",2974827826440507
"2020-09-04",3010412953278566
"2020-09-05",3073682164544391
"2020-09-06",3180954987024867
"2020-09-07",3162256264659268
"2020-09-08",3115872779548110
"2020-09-09",3107562014917186
"2020-09-10",3070285329377045
"2020-09-11",3145796663149504
"2020-09-12",3216235983948366
"2020-09-13",3186521215260065
"2020-09-14",3186997853825589
"2020-09-15",3196129129549607
"2020-09-16",3157443767529088
"2020-09-17",3376134991055941
"2020-09-18",3300385129460308
"2020-09-19",3225514235886400
"2020-09-20",3248242808302132
"2020-09-21",3382230247021693
"2020-09-22",3320947007305615
"2020-09-23",3348897468579908
"2020-09-24",3219844632461116
"2020-09-25",3215406233123806
"2020-09-26",3348963483594467
"2020-09-27",3362764554942345
"2020-09-28",3359577600499997
"2020-09-29",3355474876401251
"2020-09-30",3394263515335909
"2020-10-01",3397275019850658
"2020-10-02",3349827491488048
"2020-10-03",3314184472413890
"2020-10-04",3386418209277470
"2020-10-05",3402397198749533
"2020-10-06",3525341151683369
"2020-10-07",3523581924252876
"2020-10-08",3389602397908496
"2020-10-09",3439692755928559
"2020-10-10",3518881043848160
"2020-10-11",3417282699198675
"2020-10-12",3383918961177927
"2020-10-13",3421740372399530
"2020-10-14",3403254863879692
