<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
S&P 500,D,20110228,000000,1319.88,1329.38,1319.88,1327.64,0,0
S&P 500,D,20110301,000000,1327.69,1332.09,1306.15,1306.4,0,0
S&P 500,D,20110302,000000,1306.14,1314.19,1302.58,1308.43,0,0
S&P 500,D,20110303,000000,1308.42,1332.28,1308.41,1330.97,0,0
S&P 500,D,20110304,000000,1330.92,1331.08,1312.59,1320.93,0,0
S&P 500,D,20110305,000000,1320.95,1321.16,1320.95,1321.15,0,0
S&P 500,D,20110306,000000,1321.15,1321.15,1321.15,1321.15,0,0
S&P 500,D,20110307,000000,1322.72,1327.68,1303.99,1310.29,0,0
S&P 500,D,20110308,000000,1310.4,1325.74,1306.86,1322.03,0,0
S&P 500,D,20110309,000000,1321.84,1323.21,1312.27,1319.99,0,0
S&P 500,D,20110310,000000,1319.95,1320.03,1294.21,1295.3,0,0
S&P 500,D,20110311,000000,1295.15,1308.35,1291.99,1304.23,0,0
S&P 500,D,20110312,000000,1304.03,1304.28,1304.03,1304.28,0,0
S&P 500,D,20110313,000000,1304.28,1304.28,1304.28,1304.28,0,0
S&P 500,D,20110314,000000,1301.19,1301.19,1286.37,1296.39,0,0
S&P 500,D,20110315,000000,1283.6,1288.39,1261.12,1281.87,0,0
S&P 500,D,20110316,000000,1279.46,1280.91,1249.05,1256.88,0,0
S&P 500,D,20110317,000000,1261.61,1278.88,1261.61,1273.72,0,0
S&P 500,D,20110318,000000,1276.71,1288.88,1276.18,1279.2,0,0
S&P 500,D,20110319,000000,1279.2,1279.2,1279.2,1279.2,0,0
S&P 500,D,20110320,000000,1279.2,1279.2,1279.2,1279.2,0,0
S&P 500,D,20110321,000000,1281.65,1300.58,1281.65,1298.38,0,0
S&P 500,D,20110322,000000,1298.29,1299.35,1292.7,1293.77,0,0
S&P 500,D,20110323,000000,1292.19,1300.51,1284.05,1297.54,0,0
S&P 500,D,20110324,000000,1300.61,1311.34,1297.74,1309.66,0,0
S&P 500,D,20110325,000000,1311.8,1319.18,1310.15,1313.8,0,0
S&P 500,D,20110326,000000,1313.8,1313.8,1313.8,1313.8,0,0
S&P 500,D,20110327,000000,1313.8,1313.8,1313.8,1313.8,0,0
S&P 500,D,20110328,000000,1315.45,1319.74,1310.3,1310.3,0,0
S&P 500,D,20110329,000000,1310.41,1319.24,1305.26,1319.24,0,0
S&P 500,D,20110330,000000,1319.38,1331.74,1319.38,1328.26,0,0
S&P 500,D,20110331,000000,1328.17,1329.77,1325.03,1326.04,0,0
S&P 500,D,20110401,000000,1325.99,1337.85,1325.82,1331.94,0,0
S&P 500,D,20110402,000000,1332.12,1332.41,1332.12,1332.41,0,0
S&P 500,D,20110403,000000,1332.41,1332.41,1332.41,1332.41,0,0
S&P 500,D,20110404,000000,1333.56,1336.74,1329.1,1332.59,0,0
S&P 500,D,20110405,000000,1332.72,1338.21,1330.03,1332.71,0,0
S&P 500,D,20110406,000000,1332.72,1339.38,1331.09,1335.52,0,0
S&P 500,D,20110407,000000,1335.57,1338.8,1326.56,1333.28,0,0
S&P 500,D,20110408,000000,1333.34,1339.46,1322.94,1328.01,0,0
S&P 500,D,20110409,000000,1328.05,1328.17,1328.05,1328.17,0,0
S&P 500,D,20110410,000000,1328.17,1328.17,1328.17,1328.17,0,0
S&P 500,D,20110411,000000,1329.01,1333.77,1321.06,1324.29,0,0
S&P 500,D,20110412,000000,1324.41,1324.46,1309.51,1314.16,0,0
